item_id,condition,position,length,sentiment,judge,score
2,first_normal_neutral,first,normal,neutral,gpt4o,3.66
2,first_normal_positive,first,normal,positive,gpt4o,3.29
2,first_long_negative,first,long,negative,gpt4o,3.65
2,first_long_neutral,first,long,neutral,gpt4o,3.11
2,first_long_positive,first,long,positive,gpt4o,3.6
2,second_short_negative,second,short,negative,gpt4o,3.27
2,second_short_neutral,second,short,neutral,gpt4o,3.41
2,second_short_positive,second,short,positive,gpt4o,3.31
2,second_normal_negative,second,normal,negative,gpt4o,3.9
2,second_normal_neutral,second,normal,neutral,gpt4o,3.3
2,second_normal_positive,second,normal,positive,gpt4o,3.38
2,second_long_negative,second,long,negative,gpt4o,2.57
2,second_long_neutral,second,long,neutral,gpt4o,4.03
2,second_long_positive,second,long,positive,gpt4o,3.48
3,first_short_negative,first,short,negative,gpt4o,2.97
3,first_short_neutral,first,short,neutral,gpt4o,3.82
3,first_short_positive,first,short,positive,gpt4o,3.9
3,first_normal_negative,first,normal,negative,gpt4o,3.43
3,first_normal_neutral,first,normal,neutral,gpt4o,3.07
3,first_normal_positive,first,normal,positive,gpt4o,3.73
3,first_long_negative,first,long,negative,gpt4o,3.29
3,first_long_neutral,first,long,neutral,gpt4o,3.22
3,first_long_positive,first,long,positive,gpt4o,3.99
3,second_short_negative,second,short,negative,gpt4o,2.51
3,second_short_neutral,second,short,neutral,gpt4o,3.42
3,second_short_positive,second,short,positive,gpt4o,3.48
3,second_normal_negative,second,normal,negative,gpt4o,3.94
3,second_normal_neutral,second,normal,neutral,gpt4o,3.52
3,second_normal_positive,second,normal,positive,gpt4o,2.9
3,second_long_negative,second,long,negative,gpt4o,3.14
3,second_long_neutral,second,long,neutral,gpt4o,3.51
3,second_long_positive,second,long,positive,gpt4o,3.7
4,first_short_negative,first,short,negative,gpt4o,3.62
4,first_short_neutral,first,short,neutral,gpt4o,2.84
4,first_short_positive,first,short,positive,gpt4o,3.43
4,first_normal_negative,first,normal,negative,gpt4o,3.69
4,first_normal_neutral,first,normal,neutral,gpt4o,3.96
4,first_normal_positive,first,normal,positive,gpt4o,4.16
4,first_long_negative,first,long,negative,gpt4o,3.36
4,first_long_neutral,first,long,neutral,gpt4o,3.9
4,first_long_positive,first,long,positive,gpt4o,4.19
4,second_short_negative,second,short,negative,gpt4o,3.5
4,second_short_neutral,second,short,neutral,gpt4o,3.46
4,second_short_positive,second,short,positive,gpt4o,3.59
4,second_normal_negative,second,normal,negative,gpt4o,3.08
4,second_normal_neutral,second,normal,neutral,gpt4o,2.99
4,second_normal_positive,second,normal,positive,gpt4o,3.81
4,second_long_negative,second,long,negative,gpt4o,3.29
4,second_long_neutral,second,long,neutral,gpt4o,3.49
4,second_long_positive,second,long,positive,gpt4o,3.42
5,first_short_negative,first,short,negative,gpt4o,3.21
5,first_short_neutral,first,short,neutral,gpt4o,3.49
5,first_short_positive,first,short,positive,gpt4o,3.22
5,first_normal_negative,first,normal,negative,gpt4o,3.42
5,first_normal_neutral,first,normal,neutral,gpt4o,3.57
5,first_normal_positive,first,normal,positive,gpt4o,3.58
5,first_long_negative,first,long,negative,gpt4o,3.25
5,first_long_neutral,first,long,neutral,gpt4o,3.81
5,first_long_positive,first,long,positive,gpt4o,4.24
5,second_short_negative,second,short,negative,gpt4o,2.96
5,second_short_neutral,second,short,neutral,gpt4o,3.62
5,second_short_positive,second,short,positive,gpt4o,3.61
5,second_normal_negative,second,normal,negative,gpt4o,2.52
5,second_normal_neutral,second,normal,neutral,gpt4o,3.19
5,second_normal_positive,second,normal,positive,gpt4o,3.33
5,second_long_negative,second,long,negative,gpt4o,3.63
5,second_long_neutral,second,long,neutral,gpt4o,3.55
5,second_long_positive,second,long,positive,gpt4o,3.74
6,first_short_negative,first,short,negative,gpt4o,3.52
6,first_short_neutral,first,short,neutral,gpt4o,3.16
6,first_short_positive,first,short,positive,gpt4o,3.3
6,first_normal_negative,first,normal,negative,gpt4o,3.03
6,first_normal_neutral,first,normal,neutral,gpt4o,3.45
6,first_normal_positive,first,normal,positive,gpt4o,3.56
6,first_long_negative,first,long,negative,gpt4o,3.53
6,first_long_neutral,first,long,neutral,gpt4o,3.36
6,first_long_positive,first,long,positive,gpt4o,3.95
6,second_short_negative,second,short,negative,gpt4o,3.42
6,second_short_neutral,second,short,neutral,gpt4o,3.71
6,second_short_positive,second,short,positive,gpt4o,3.56
6,second_normal_negative,second,normal,negative,gpt4o,3.38
6,second_normal_neutral,second,normal,neutral,gpt4o,3.62
6,second_normal_positive,second,normal,positive,gpt4o,3.7
6,second_long_negative,second,long,negative,gpt4o,3.2
6,second_long_neutral,second,long,neutral,gpt4o,3.88
6,second_long_positive,second,long,positive,gpt4o,4.11
7,first_short_negative,first,short,negative,gpt4o,3.92
7,first_short_neutral,first,short,neutral,gpt4o,3.44
7,first_short_positive,first,short,positive,gpt4o,3.62
7,first_normal_negative,first,normal,negative,gpt4o,3.52
7,first_normal_neutral,first,normal,neutral,gpt4o,3.5
7,first_normal_positive,first,normal,positive,gpt4o,3.79
7,first_long_negative,first,long,negative,gpt4o,3.44
7,first_long_neutral,first,long,neutral,gpt4o,3.52
7,first_long_positive,first,long,positive,gpt4o,4.2
7,second_short_negative,second,short,negative,gpt4o,3.19
7,second_short_neutral,second,short,neutral,gpt4o,3.27
7,second_short_positive,second,short,positive,gpt4o,3.61
7,second_normal_negative,second,normal,negative,gpt4o,3.37
7,second_normal_neutral,second,normal,neutral,gpt4o,3.51
7,second_normal_positive,second,normal,positive,gpt4o,3.5
7,second_long_negative,second,long,negative,gpt4o,3.03
7,second_long_neutral,second,long,neutral,gpt4o,3.49
7,second_long_positive,second,long,positive,gpt4o,3.25
8,first_short_negative,first,short,negative,gpt4o,3.39
8,first_short_neutral,first,short,neutral,gpt4o,3.07
8,first_short_positive,first,short,positive,gpt4o,3.8
8,first_normal_negative,first,normal,negative,gpt4o,3.62
8,first_normal_neutral,first,normal,neutral,gpt4o,3.58
8,first_normal_positive,first,normal,positive,gpt4o,3.57
8,first_long_negative,first,long,negative,gpt4o,3.6
8,first_long_neutral,first,long,neutral,gpt4o,2.99
8,first_long_positive,first,long,positive,gpt4o,3.35
8,second_short_negative,second,short,negative,gpt4o,3.1
8,second_short_neutral,second,short,neutral,gpt4o,3.35
8,second_short_positive,second,short,positive,gpt4o,3.32
8,second_normal_negative,second,normal,negative,gpt4o,3.02
8,second_normal_neutral,second,normal,neutral,gpt4o,3.46
8,second_normal_positive,second,normal,positive,gpt4o,3.38
8,second_long_negative,second,long,negative,gpt4o,3.07
8,second_long_neutral,second,long,neutral,gpt4o,3.59
8,second_long_positive,second,long,positive,gpt4o,3.53
9,first_short_negative,first,short,negative,gpt4o,3.68
9,first_short_neutral,first,short,neutral,gpt4o,3.62
9,first_short_positive,first,short,positive,gpt4o,3.75
9,first_normal_negative,first,normal,negative,gpt4o,3.5
9,first_normal_neutral,first,normal,neutral,gpt4o,3.25
9,first_normal_positive,first,normal,positive,gpt4o,3.32
9,first_long_negative,first,long,negative,gpt4o,3.03
9,first_long_neutral,first,long,neutral,gpt4o,4.44
9,first_long_positive,first,long,positive,gpt4o,3.35
9,second_short_negative,second,short,negative,gpt4o,3.08
9,second_short_neutral,second,short,neutral,gpt4o,3.14
9,second_short_positive,second,short,positive,gpt4o,3.26
9,second_normal_negative,second,normal,negative,gpt4o,3.14
9,second_normal_neutral,second,normal,neutral,gpt4o,2.86
9,second_normal_positive,second,normal,positive,gpt4o,3.22
9,second_long_negative,second,long,negative,gpt4o,2.98
9,second_long_neutral,second,long,neutral,gpt4o,3.46
9,second_long_positive,second,long,positive,gpt4o,3.39
10,first_short_negative,first,short,negative,gpt4o,3.12
10,first_short_neutral,first,short,neutral,gpt4o,3.49
10,first_short_positive,first,short,positive,gpt4o,3.35
10,first_normal_negative,first,normal,negative,gpt4o,3.68
10,first_normal_neutral,first,normal,neutral,gpt4o,3.38
10,first_normal_positive,first,normal,positive,gpt4o,3.67
10,first_long_negative,first,long,negative,gpt4o,3.08
10,first_long_neutral,first,long,neutral,gpt4o,3.77
10,first_long_positive,first,long,positive,gpt4o,3.55
10,second_short_negative,second,short,negative,gpt4o,3.27
10,second_short_neutral,second,short,neutral,gpt4o,3.34
10,second_short_positive,second,short,positive,gpt4o,3.29
10,second_normal_negative,second,normal,negative,gpt4o,3.39
10,second_normal_neutral,second,normal,neutral,gpt4o,3.3
10,second_normal_positive,second,normal,positive,gpt4o,3.92
10,second_long_negative,second,long,negative,gpt4o,3.68
10,second_long_neutral,second,long,neutral,gpt4o,3.64
10,second_long_positive,second,long,positive,gpt4o,3.24
11,first_short_negative,first,short,negative,gpt4o,3.0
11,first_short_neutral,first,short,neutral,gpt4o,3.23
11,first_short_positive,first,short,positive,gpt4o,3.45
11,first_normal_negative,first,normal,negative,gpt4o,3.53
11,first_normal_neutral,first,normal,neutral,gpt4o,3.23
11,first_normal_positive,first,normal,positive,gpt4o,3.95
11,first_long_negative,first,long,negative,gpt4o,3.48
11,first_long_neutral,first,long,neutral,gpt4o,2.97
11,first_long_positive,first,long,positive,gpt4o,3.53
11,second_short_negative,second,short,negative,gpt4o,2.37
11,second_short_neutral,second,short,neutral,gpt4o,3.02
11,second_short_positive,second,short,positive,gpt4o,3.18
11,second_normal_negative,second,normal,negative,gpt4o,3.14
11,second_normal_neutral,second,normal,neutral,gpt4o,3.32
11,second_normal_positive,second,normal,positive,gpt4o,3.4
11,second_long_negative,second,long,negative,gpt4o,3.22
11,second_long_neutral,second,long,neutral,gpt4o,3.95
11,second_long_positive,second,long,positive,gpt4o,3.96
12,first_short_negative,first,short,negative,gpt4o,2.98
12,first_short_neutral,first,short,neutral,gpt4o,3.8
12,first_short_positive,first,short,positive,gpt4o,3.04
12,first_normal_negative,first,normal,negative,gpt4o,3.16
12,first_normal_neutral,first,normal,neutral,gpt4o,3.96
12,first_normal_positive,first,normal,positive,gpt4o,2.93
12,first_long_negative,first,long,negative,gpt4o,3.65
12,first_long_neutral,first,long,neutral,gpt4o,3.2
12,first_long_positive,first,long,positive,gpt4o,3.63
12,second_short_negative,second,short,negative,gpt4o,3.09
12,second_short_neutral,second,short,neutral,gpt4o,3.75
12,second_short_positive,second,short,positive,gpt4o,3.1
12,second_normal_negative,second,normal,negative,gpt4o,3.3
12,second_normal_neutral,second,normal,neutral,gpt4o,3.61
12,second_normal_positive,second,normal,positive,gpt4o,3.44
12,second_long_negative,second,long,negative,gpt4o,3.15
12,second_long_neutral,second,long,neutral,gpt4o,3.48
12,second_long_positive,second,long,positive,gpt4o,3.62
13,first_short_negative,first,short,negative,gpt4o,3.59
13,first_short_neutral,first,short,neutral,gpt4o,3.14
13,first_short_positive,first,short,positive,gpt4o,3.39
13,first_normal_negative,first,normal,negative,gpt4o,3.5
13,first_normal_neutral,first,normal,neutral,gpt4o,3.45
13,first_normal_positive,first,normal,positive,gpt4o,3.54
13,first_long_negative,first,long,negative,gpt4o,3.47
13,first_long_neutral,first,long,neutral,gpt4o,3.37
13,first_long_positive,first,long,positive,gpt4o,3.44
13,second_short_negative,second,short,negative,gpt4o,3.28
13,second_short_neutral,second,short,neutral,gpt4o,2.92
13,second_short_positive,second,short,positive,gpt4o,3.69
13,second_normal_negative,second,normal,negative,gpt4o,3.39
13,second_normal_neutral,second,normal,neutral,gpt4o,3.04
13,second_normal_positive,second,normal,positive,gpt4o,3.6
13,second_long_negative,second,long,negative,gpt4o,3.45
13,second_long_neutral,second,long,neutral,gpt4o,3.72
13,second_long_positive,second,long,positive,gpt4o,3.94
14,first_short_negative,first,short,negative,gpt4o,3.22
14,first_short_neutral,first,short,neutral,gpt4o,3.21
14,first_short_positive,first,short,positive,gpt4o,3.34
14,first_normal_negative,first,normal,negative,gpt4o,3.11
14,first_normal_neutral,first,normal,neutral,gpt4o,3.28
14,first_normal_positive,first,normal,positive,gpt4o,3.69
14,first_long_negative,first,long,negative,gpt4o,3.48
14,first_long_neutral,first,long,neutral,gpt4o,3.43
14,first_long_positive,first,long,positive,gpt4o,3.45
14,second_short_negative,second,short,negative,gpt4o,3.25
14,second_short_neutral,second,short,neutral,gpt4o,3.09
14,second_short_positive,second,short,positive,gpt4o,3.03
14,second_normal_negative,second,normal,negative,gpt4o,3.27
14,second_normal_neutral,second,normal,neutral,gpt4o,3.34
14,second_normal_positive,second,normal,positive,gpt4o,3.2
14,second_long_negative,second,long,negative,gpt4o,3.64
14,second_long_neutral,second,long,neutral,gpt4o,3.75
14,second_long_positive,second,long,positive,gpt4o,3.61
15,first_short_negative,first,short,negative,gpt4o,3.36
15,first_short_neutral,first,short,neutral,gpt4o,3.58
15,first_short_positive,first,short,positive,gpt4o,3.52
15,first_normal_negative,first,normal,negative,gpt4o,3.67
15,first_normal_neutral,first,normal,neutral,gpt4o,4.0
15,first_normal_positive,first,normal,positive,gpt4o,3.62
15,first_long_negative,first,long,negative,gpt4o,3.61
15,first_long_neutral,first,long,neutral,gpt4o,3.84
15,first_long_positive,first,long,positive,gpt4o,3.57
15,second_short_negative,second,short,negative,gpt4o,2.81
15,second_short_neutral,second,short,neutral,gpt4o,3.52
15,second_short_positive,second,short,positive,gpt4o,2.87
15,second_normal_negative,second,normal,negative,gpt4o,3.86
15,second_normal_neutral,second,normal,neutral,gpt4o,3.68
15,second_normal_positive,second,normal,positive,gpt4o,3.58
15,second_long_negative,second,long,negative,gpt4o,3.41
15,second_long_neutral,second,long,neutral,gpt4o,4.02
15,second_long_positive,second,long,positive,gpt4o,3.31
16,first_short_negative,first,short,negative,gpt4o,2.98
16,first_short_neutral,first,short,neutral,gpt4o,3.25
16,first_short_positive,first,short,positive,gpt4o,3.45
16,first_normal_negative,first,normal,negative,gpt4o,3.1
16,first_normal_neutral,first,normal,neutral,gpt4o,3.55
16,first_normal_positive,first,normal,positive,gpt4o,3.64
16,first_long_negative,first,long,negative,gpt4o,3.23
16,first_long_neutral,first,long,neutral,gpt4o,4.06
16,first_long_positive,first,long,positive,gpt4o,3.26
16,second_short_negative,second,short,negative,gpt4o,2.76
16,second_short_neutral,second,short,neutral,gpt4o,3.36
16,second_short_positive,second,short,positive,gpt4o,3.28
16,second_normal_negative,second,normal,negative,gpt4o,3.45
16,second_normal_neutral,second,normal,neutral,gpt4o,3.23
16,second_normal_positive,second,normal,positive,gpt4o,3.21
16,second_long_negative,second,long,negative,gpt4o,3.2
16,second_long_neutral,second,long,neutral,gpt4o,3.29
16,second_long_positive,second,long,positive,gpt4o,3.75
17,first_short_negative,first,short,negative,gpt4o,3.18
17,first_short_neutral,first,short,neutral,gpt4o,3.65
17,first_short_positive,first,short,positive,gpt4o,3.7
17,first_normal_negative,first,normal,negative,gpt4o,3.71
17,first_normal_neutral,first,normal,neutral,gpt4o,3.77
17,first_normal_positive,first,normal,positive,gpt4o,3.84
17,first_long_negative,first,long,negative,gpt4o,3.71
17,first_long_neutral,first,long,neutral,gpt4o,3.42
17,first_long_positive,first,long,positive,gpt4o,3.6
17,second_short_negative,second,short,negative,gpt4o,2.6
17,second_short_neutral,second,short,neutral,gpt4o,3.33
17,second_short_positive,second,short,positive,gpt4o,3.14
17,second_normal_negative,second,normal,negative,gpt4o,3.44
17,second_normal_neutral,second,normal,neutral,gpt4o,3.58
17,second_normal_positive,second,normal,positive,gpt4o,3.11
17,second_long_negative,second,long,negative,gpt4o,3.09
17,second_long_neutral,second,long,neutral,gpt4o,3.39
17,second_long_positive,second,long,positive,gpt4o,3.44
18,first_short_negative,first,short,negative,gpt4o,3.38
18,first_short_neutral,first,short,neutral,gpt4o,3.08
18,first_short_positive,first,short,positive,gpt4o,3.54
18,first_normal_negative,first,normal,negative,gpt4o,2.89
18,first_normal_neutral,first,normal,neutral,gpt4o,2.85
18,first_normal_positive,first,normal,positive,gpt4o,3.81
18,first_long_negative,first,long,negative,gpt4o,3.08
18,first_long_neutral,first,long,neutral,gpt4o,3.41
18,first_long_positive,first,long,positive,gpt4o,3.25
18,second_short_negative,second,short,negative,gpt4o,2.72
18,second_short_neutral,second,short,neutral,gpt4o,3.13
18,second_short_positive,second,short,positive,gpt4o,3.22
18,second_normal_negative,second,normal,negative,gpt4o,3.61
18,second_normal_neutral,second,normal,neutral,gpt4o,3.55
18,second_normal_positive,second,normal,positive,gpt4o,3.44
18,second_long_negative,second,long,negative,gpt4o,3.62
18,second_long_neutral,second,long,neutral,gpt4o,3.83
18,second_long_positive,second,long,positive,gpt4o,3.72
19,first_short_negative,first,short,negative,gpt4o,3.2
19,first_short_neutral,first,short,neutral,gpt4o,3.73
19,first_short_positive,first,short,positive,gpt4o,4.06
19,first_normal_negative,first,normal,negative,gpt4o,3.6
19,first_normal_neutral,first,normal,neutral,gpt4o,4.03
19,first_normal_positive,first,normal,positive,gpt4o,3.88
19,first_long_negative,first,long,negative,gpt4o,3.73
19,first_long_neutral,first,long,neutral,gpt4o,3.25
19,first_long_positive,first,long,positive,gpt4o,3.34
19,second_short_negative,second,short,negative,gpt4o,3.13
19,second_short_neutral,second,short,neutral,gpt4o,2.74
19,second_short_positive,second,short,positive,gpt4o,3.17
19,second_normal_negative,second,normal,negative,gpt4o,3.58
19,second_normal_neutral,second,normal,neutral,gpt4o,3.22
19,second_normal_positive,second,normal,positive,gpt4o,3.68
19,second_long_negative,second,long,negative,gpt4o,2.99
19,second_long_neutral,second,long,neutral,gpt4o,3.35
19,second_long_positive,second,long,positive,gpt4o,3.9
20,first_short_negative,first,short,negative,gpt4o,3.39
20,first_short_neutral,first,short,neutral,gpt4o,3.51
20,first_short_positive,first,short,positive,gpt4o,4.04
20,first_normal_negative,first,normal,negative,gpt4o,3.79
20,first_normal_neutral,first,normal,neutral,gpt4o,3.24
20,first_normal_positive,first,normal,positive,gpt4o,4.0
20,first_long_negative,first,long,negative,gpt4o,3.29
20,first_long_neutral,first,long,neutral,gpt4o,3.57
20,first_long_positive,first,long,positive,gpt4o,3.68
20,second_short_negative,second,short,negative,gpt4o,3.47
20,second_short_neutral,second,short,neutral,gpt4o,2.91
20,second_short_positive,second,short,positive,gpt4o,3.48
20,second_normal_negative,second,normal,negative,gpt4o,3.48
20,second_normal_neutral,second,normal,neutral,gpt4o,3.66
20,second_normal_positive,second,normal,positive,gpt4o,3.46
20,second_long_negative,second,long,negative,gpt4o,3.7
20,second_long_neutral,second,long,neutral,gpt4o,3.28
20,second_long_positive,second,long,positive,gpt4o,3.94
21,first_short_negative,first,short,negative,gpt4o,3.43
21,first_short_neutral,first,short,neutral,gpt4o,3.0
21,first_short_positive,first,short,positive,gpt4o,3.65
21,first_normal_negative,first,normal,negative,gpt4o,3.45
21,first_normal_neutral,first,normal,neutral,gpt4o,3.39
21,first_normal_positive,first,normal,positive,gpt4o,3.38
21,first_long_negative,first,long,negative,gpt4o,3.4
21,first_long_neutral,first,long,neutral,gpt4o,3.14
21,first_long_positive,first,long,positive,gpt4o,4.18
21,second_short_negative,second,short,negative,gpt4o,2.81
21,second_short_neutral,second,short,neutral,gpt4o,3.05
21,second_short_positive,second,short,positive,gpt4o,3.69
21,second_normal_negative,second,normal,negative,gpt4o,3.5
21,second_normal_neutral,second,normal,neutral,gpt4o,3.64
21,second_normal_positive,second,normal,positive,gpt4o,3.98
21,second_long_negative,second,long,negative,gpt4o,3.3
21,second_long_neutral,second,long,neutral,gpt4o,3.18
21,second_long_positive,second,long,positive,gpt4o,3.85
22,first_short_negative,first,short,negative,gpt4o,3.56
22,first_short_neutral,first,short,neutral,gpt4o,3.33
22,first_short_positive,first,short,positive,gpt4o,3.15
22,first_normal_negative,first,normal,negative,gpt4o,3.77
22,first_normal_neutral,first,normal,neutral,gpt4o,3.67
22,first_normal_positive,first,normal,positive,gpt4o,3.19
22,first_long_negative,first,long,negative,gpt4o,3.71
22,first_long_neutral,first,long,neutral,gpt4o,3.14
22,first_long_positive,first,long,positive,gpt4o,3.53
22,second_short_negative,second,short,negative,gpt4o,2.81
22,second_short_neutral,second,short,neutral,gpt4o,3.05
22,second_short_positive,second,short,positive,gpt4o,3.1
22,second_normal_negative,second,normal,negative,gpt4o,3.14
22,second_normal_neutral,second,normal,neutral,gpt4o,3.64
22,second_normal_positive,second,normal,positive,gpt4o,3.61
22,second_long_negative,second,long,negative,gpt4o,3.58
22,second_long_neutral,second,long,neutral,gpt4o,3.82
22,second_long_positive,second,long,positive,gpt4o,3.48
23,first_short_negative,first,short,negative,gpt4o,3.35
23,first_short_neutral,first,short,neutral,gpt4o,3.59
23,first_short_positive,first,short,positive,gpt4o,4.04
23,first_normal_negative,first,normal,negative,gpt4o,3.67
23,first_normal_neutral,first,normal,neutral,gpt4o,3.91
23,first_normal_positive,first,normal,positive,gpt4o,3.91
23,first_long_negative,first,long,negative,gpt4o,3.79
23,first_long_neutral,first,long,neutral,gpt4o,3.04
23,first_long_positive,first,long,positive,gpt4o,3.94
23,second_short_negative,second,short,negative,gpt4o,3.21
23,second_short_neutral,second,short,neutral,gpt4o,3.26
23,second_short_positive,second,short,positive,gpt4o,3.19
23,second_normal_negative,second,normal,negative,gpt4o,3.19
23,second_normal_neutral,second,normal,neutral,gpt4o,3.54
23,second_normal_positive,second,normal,positive,gpt4o,3.77
23,second_long_negative,second,long,negative,gpt4o,2.95
23,second_long_neutral,second,long,neutral,gpt4o,3.56
23,second_long_positive,second,long,positive,gpt4o,3.43
24,first_short_negative,first,short,negative,gpt4o,3.04
24,first_short_neutral,first,short,neutral,gpt4o,3.54
24,first_short_positive,first,short,positive,gpt4o,3.43
24,first_normal_negative,first,normal,negative,gpt4o,3.2
24,first_normal_neutral,first,normal,neutral,gpt4o,3.27
24,first_normal_positive,first,normal,positive,gpt4o,3.68
24,first_long_negative,first,long,negative,gpt4o,3.47
24,first_long_neutral,first,long,neutral,gpt4o,3.25
24,first_long_positive,first,long,positive,gpt4o,3.42
24,second_short_negative,second,short,negative,gpt4o,3.09
24,second_short_neutral,second,short,neutral,gpt4o,3.37
24,second_short_positive,second,short,positive,gpt4o,3.03
24,second_normal_negative,second,normal,negative,gpt4o,3.47
24,second_normal_neutral,second,normal,neutral,gpt4o,3.17
24,second_normal_positive,second,normal,positive,gpt4o,4.34
24,second_long_negative,second,long,negative,gpt4o,3.11
24,second_long_neutral,second,long,neutral,gpt4o,3.26
24,second_long_positive,second,long,positive,gpt4o,3.65
25,first_short_negative,first,short,negative,gpt4o,3.05
25,first_short_neutral,first,short,neutral,gpt4o,3.67
25,first_short_positive,first,short,positive,gpt4o,4.07
25,first_normal_negative,first,normal,negative,gpt4o,3.28
25,first_normal_neutral,first,normal,neutral,gpt4o,3.55
25,first_normal_positive,first,normal,positive,gpt4o,3.44
25,first_long_negative,first,long,negative,gpt4o,3.47
25,first_long_neutral,first,long,neutral,gpt4o,4.0
25,first_long_positive,first,long,positive,gpt4o,3.94
25,second_short_negative,second,short,negative,gpt4o,2.87
25,second_short_neutral,second,short,neutral,gpt4o,3.71
25,second_short_positive,second,short,positive,gpt4o,3.69
25,second_normal_negative,second,normal,negative,gpt4o,3.47
25,second_normal_neutral,second,normal,neutral,gpt4o,3.22
25,second_normal_positive,second,normal,positive,gpt4o,3.54
25,second_long_negative,second,long,negative,gpt4o,3.16
25,second_long_neutral,second,long,neutral,gpt4o,3.64
25,second_long_positive,second,long,positive,gpt4o,3.5
26,first_short_negative,first,short,negative,gpt4o,2.65
26,first_short_neutral,first,short,neutral,gpt4o,3.7
26,first_short_positive,first,short,positive,gpt4o,3.58
26,first_normal_negative,first,normal,negative,gpt4o,3.72
26,first_normal_neutral,first,normal,neutral,gpt4o,3.46
26,first_normal_positive,first,normal,positive,gpt4o,3.66
26,first_long_negative,first,long,negative,gpt4o,3.81
26,first_long_neutral,first,long,neutral,gpt4o,3.69
26,first_long_positive,first,long,positive,gpt4o,3.76
26,second_short_negative,second,short,negative,gpt4o,4.11
26,second_short_neutral,second,short,neutral,gpt4o,3.19
26,second_short_positive,second,short,positive,gpt4o,3.4
26,second_normal_negative,second,normal,negative,gpt4o,3.84
26,second_normal_neutral,second,normal,neutral,gpt4o,3.18
26,second_normal_positive,second,normal,positive,gpt4o,3.21
26,second_long_negative,second,long,negative,gpt4o,2.97
26,second_long_neutral,second,long,neutral,gpt4o,3.66
26,second_long_positive,second,long,positive,gpt4o,3.78
27,first_short_negative,first,short,negative,gpt4o,3.55
27,first_short_neutral,first,short,neutral,gpt4o,3.02
27,first_short_positive,first,short,positive,gpt4o,3.83
27,first_normal_negative,first,normal,negative,gpt4o,3.76
27,first_normal_neutral,first,normal,neutral,gpt4o,3.47
27,first_normal_positive,first,normal,positive,gpt4o,3.61
27,first_long_negative,first,long,negative,gpt4o,3.68
27,first_long_neutral,first,long,neutral,gpt4o,3.69
27,first_long_positive,first,long,positive,gpt4o,3.87
27,second_short_negative,second,short,negative,gpt4o,2.82
27,second_short_neutral,second,short,neutral,gpt4o,3.19
27,second_short_positive,second,short,positive,gpt4o,2.98
27,second_normal_negative,second,normal,negative,gpt4o,3.51
27,second_normal_neutral,second,normal,neutral,gpt4o,3.58
27,second_normal_positive,second,normal,positive,gpt4o,3.49
27,second_long_negative,second,long,negative,gpt4o,3.48
27,second_long_neutral,second,long,neutral,gpt4o,3.03
27,second_long_positive,second,long,positive,gpt4o,3.85
28,first_short_negative,first,short,negative,gpt4o,3.18
28,first_short_neutral,first,short,neutral,gpt4o,3.46
28,first_short_positive,first,short,positive,gpt4o,3.86
28,first_normal_negative,first,normal,negative,gpt4o,3.17
28,first_normal_neutral,first,normal,neutral,gpt4o,3.86
28,first_normal_positive,first,normal,positive,gpt4o,3.64
28,first_long_negative,first,long,negative,gpt4o,3.48
28,first_long_neutral,first,long,neutral,gpt4o,3.74
28,first_long_positive,first,long,positive,gpt4o,3.3
28,second_short_negative,second,short,negative,gpt4o,3.32
28,second_short_neutral,second,short,neutral,gpt4o,3.26
28,second_short_positive,second,short,positive,gpt4o,3.66
28,second_normal_negative,second,normal,negative,gpt4o,3.25
28,second_normal_neutral,second,normal,neutral,gpt4o,3.31
28,second_normal_positive,second,normal,positive,gpt4o,3.63
28,second_long_negative,second,long,negative,gpt4o,3.38
28,second_long_neutral,second,long,neutral,gpt4o,3.14
28,second_long_positive,second,long,positive,gpt4o,3.54
29,first_short_negative,first,short,negative,gpt4o,3.71
29,first_short_neutral,first,short,neutral,gpt4o,3.4
29,first_short_positive,first,short,positive,gpt4o,3.26
29,first_normal_negative,first,normal,negative,gpt4o,3.61
29,first_normal_neutral,first,normal,neutral,gpt4o,2.94
29,first_normal_positive,first,normal,positive,gpt4o,2.96
29,first_long_negative,first,long,negative,gpt4o,3.47
29,first_long_neutral,first,long,neutral,gpt4o,3.63
29,first_long_positive,first,long,positive,gpt4o,3.74
29,second_short_negative,second,short,negative,gpt4o,2.88
29,second_short_neutral,second,short,neutral,gpt4o,3.2
29,second_short_positive,second,short,positive,gpt4o,2.93
29,second_normal_negative,second,normal,negative,gpt4o,3.39
29,second_normal_neutral,second,normal,neutral,gpt4o,2.94
29,second_normal_positive,second,normal,positive,gpt4o,3.48
29,second_long_negative,second,long,negative,gpt4o,3.47
29,second_long_neutral,second,long,neutral,gpt4o,2.97
29,second_long_positive,second,long,positive,gpt4o,3.44
30,first_short_negative,first,short,negative,gpt4o,3.56
30,first_short_neutral,first,short,neutral,gpt4o,3.89
30,first_short_positive,first,short,positive,gpt4o,3.07
30,first_normal_negative,first,normal,negative,gpt4o,3.5
30,first_normal_neutral,first,normal,neutral,gpt4o,3.13
30,first_normal_positive,first,normal,positive,gpt4o,3.2
30,first_long_negative,first,long,negative,gpt4o,3.95
30,first_long_neutral,first,long,neutral,gpt4o,3.78
30,first_long_positive,first,long,positive,gpt4o,3.43
30,second_short_negative,second,short,negative,gpt4o,3.21
30,second_short_neutral,second,short,neutral,gpt4o,3.44
