judge,item_id,condition,position,length,sentiment,score,repeat_num,corrected_score,method
claude,106,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
claude,106,worst_case,second,short,negative,3.0,1,3.1,consensus
claude,106,best_biased,second,long,positive,4.0,1,3.8,consensus
claude,107,baseline,first,normal,neutral,4.0,1,3.8,consensus
claude,107,short_response,first,short,neutral,4.0,1,3.8,consensus
claude,107,verbose_response,first,long,neutral,3.0,1,3.1,consensus
claude,107,positive_tone,first,normal,positive,3.0,1,3.1,consensus
claude,107,negative_tone,first,normal,negative,3.0,1,3.1,consensus
claude,107,disfavored_pos,second,normal,neutral,4.0,1,3.8,consensus
claude,107,worst_case,second,short,negative,3.0,1,3.1,consensus
claude,107,best_biased,second,long,positive,4.0,1,3.8,consensus
claude,108,baseline,first,normal,neutral,3.0,1,3.1,consensus
claude,108,short_response,first,short,neutral,3.0,1,3.1,consensus
claude,108,verbose_response,first,long,neutral,3.0,1,3.1,consensus
claude,108,positive_tone,first,normal,positive,3.0,1,3.1,consensus
claude,108,negative_tone,first,normal,negative,3.0,1,3.1,consensus
claude,108,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
claude,108,worst_case,second,short,negative,3.0,1,3.1,consensus
claude,108,best_biased,second,long,positive,3.0,1,3.1,consensus
claude,109,baseline,first,normal,neutral,3.0,1,3.1,consensus
claude,109,short_response,first,short,neutral,3.0,1,3.1,consensus
claude,109,verbose_response,first,long,neutral,4.0,1,3.8,consensus
claude,109,positive_tone,first,normal,positive,4.0,1,3.8,consensus
claude,109,negative_tone,first,normal,negative,3.0,1,3.1,consensus
claude,109,disfavored_pos,second,normal,neutral,4.0,1,3.8,consensus
claude,109,worst_case,second,short,negative,3.0,1,3.1,consensus
claude,109,best_biased,second,long,positive,4.0,1,3.8,consensus
claude,110,baseline,first,normal,neutral,4.0,1,3.8,consensus
claude,110,short_response,first,short,neutral,4.0,1,3.8,consensus
claude,110,verbose_response,first,long,neutral,3.0,1,3.1,consensus
claude,110,positive_tone,first,normal,positive,4.0,1,3.8,consensus
claude,110,negative_tone,first,normal,negative,3.0,1,3.1,consensus
claude,110,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
claude,110,worst_case,second,short,negative,3.0,1,3.1,consensus
claude,110,best_biased,second,long,positive,4.0,1,3.8,consensus
claude,111,baseline,first,normal,neutral,3.0,1,3.1,consensus
claude,111,short_response,first,short,neutral,3.0,1,3.1,consensus
claude,111,verbose_response,first,long,neutral,3.0,1,3.1,consensus
claude,111,positive_tone,first,normal,positive,4.0,1,3.8,consensus
claude,111,negative_tone,first,normal,negative,3.0,1,3.1,consensus
claude,111,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
claude,111,worst_case,second,short,negative,3.0,1,3.1,consensus
claude,111,best_biased,second,long,positive,4.0,1,3.8,consensus
claude,112,baseline,first,normal,neutral,3.0,1,3.1,consensus
claude,112,short_response,first,short,neutral,3.0,1,3.1,consensus
claude,112,verbose_response,first,long,neutral,3.0,1,3.1,consensus
claude,112,positive_tone,first,normal,positive,3.0,1,3.1,consensus
claude,112,negative_tone,first,normal,negative,3.0,1,3.1,consensus
claude,112,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
claude,112,worst_case,second,short,negative,3.0,1,3.1,consensus
claude,112,best_biased,second,long,positive,4.0,1,3.8,consensus
claude,113,baseline,first,normal,neutral,4.0,1,3.8,consensus
claude,113,short_response,first,short,neutral,3.0,1,3.1,consensus
claude,113,verbose_response,first,long,neutral,3.0,1,3.1,consensus
claude,113,positive_tone,first,normal,positive,3.0,1,3.1,consensus
claude,113,negative_tone,first,normal,negative,3.0,1,3.1,consensus
claude,113,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
claude,113,worst_case,second,short,negative,3.0,1,3.1,consensus
claude,113,best_biased,second,long,positive,3.0,1,3.1,consensus
claude,114,baseline,first,normal,neutral,3.0,1,3.1,consensus
claude,114,short_response,first,short,neutral,4.0,1,3.8,consensus
claude,114,verbose_response,first,long,neutral,3.0,1,3.1,consensus
claude,114,positive_tone,first,normal,positive,3.0,1,3.1,consensus
claude,114,negative_tone,first,normal,negative,3.0,1,3.1,consensus
claude,114,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
claude,114,worst_case,second,short,negative,3.0,1,3.1,consensus
claude,114,best_biased,second,long,positive,4.0,1,3.8,consensus
claude,115,baseline,first,normal,neutral,3.0,1,3.1,consensus
claude,115,short_response,first,short,neutral,3.0,1,3.1,consensus
claude,115,verbose_response,first,long,neutral,3.0,1,3.1,consensus
claude,115,positive_tone,first,normal,positive,3.0,1,3.1,consensus
claude,115,negative_tone,first,normal,negative,3.0,1,3.1,consensus
claude,115,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
claude,115,worst_case,second,short,negative,3.0,1,3.1,consensus
claude,115,best_biased,second,long,positive,4.0,1,3.8,consensus
claude,116,baseline,first,normal,neutral,4.0,1,3.9,consensus
claude,116,short_response,first,short,neutral,3.0,1,3.2,consensus
claude,116,verbose_response,first,long,neutral,3.0,1,3.2,consensus
claude,116,positive_tone,first,normal,positive,4.0,1,3.9,consensus
claude,116,negative_tone,first,normal,negative,4.0,1,3.9,consensus
claude,116,disfavored_pos,second,normal,neutral,4.0,1,3.9,consensus
claude,116,worst_case,second,short,negative,3.0,1,3.2,consensus
claude,116,best_biased,second,long,positive,4.0,1,3.9,consensus
claude,117,baseline,first,normal,neutral,4.0,1,3.8,consensus
claude,117,short_response,first,short,neutral,3.0,1,3.1,consensus
claude,117,verbose_response,first,long,neutral,3.0,1,3.1,consensus
claude,117,positive_tone,first,normal,positive,4.0,1,3.8,consensus
claude,117,negative_tone,first,normal,negative,4.0,1,3.8,consensus
claude,117,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
claude,117,worst_case,second,short,negative,3.0,1,3.1,consensus
claude,117,best_biased,second,long,positive,4.0,1,3.8,consensus
claude,118,baseline,first,normal,neutral,3.0,1,3.1,consensus
claude,118,short_response,first,short,neutral,3.0,1,3.1,consensus
claude,118,verbose_response,first,long,neutral,3.0,1,3.1,consensus
claude,118,positive_tone,first,normal,positive,4.0,1,3.8,consensus
claude,118,negative_tone,first,normal,negative,3.0,1,3.1,consensus
claude,118,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
claude,118,worst_case,second,short,negative,3.0,1,3.1,consensus
claude,118,best_biased,second,long,positive,4.0,1,3.8,consensus
claude,119,baseline,first,normal,neutral,3.0,1,3.2,consensus
claude,119,short_response,first,short,neutral,3.0,1,3.2,consensus
claude,119,verbose_response,first,long,neutral,3.0,1,3.2,consensus
claude,119,positive_tone,first,normal,positive,4.0,1,3.9,consensus
claude,119,negative_tone,first,normal,negative,3.0,1,3.2,consensus
claude,119,disfavored_pos,second,normal,neutral,3.0,1,3.2,consensus
claude,119,worst_case,second,short,negative,3.0,1,3.2,consensus
claude,119,best_biased,second,long,positive,3.0,1,3.2,consensus
claude,120,baseline,first,normal,neutral,4.0,1,3.9,consensus
claude,120,short_response,first,short,neutral,4.0,1,3.9,consensus
claude,120,verbose_response,first,long,neutral,4.0,1,3.9,consensus
claude,120,positive_tone,first,normal,positive,4.0,1,3.9,consensus
claude,120,negative_tone,first,normal,negative,3.0,1,3.2,consensus
claude,120,disfavored_pos,second,normal,neutral,3.0,1,3.2,consensus
claude,120,worst_case,second,short,negative,3.0,1,3.2,consensus
claude,120,best_biased,second,long,positive,4.0,1,3.9,consensus
claude,121,baseline,first,normal,neutral,4.0,1,3.8,consensus
claude,121,short_response,first,short,neutral,4.0,1,3.8,consensus
claude,121,verbose_response,first,long,neutral,3.0,1,3.1,consensus
claude,121,positive_tone,first,normal,positive,4.0,1,3.8,consensus
claude,121,negative_tone,first,normal,negative,3.0,1,3.1,consensus
claude,121,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
claude,121,worst_case,second,short,negative,3.0,1,3.1,consensus
claude,121,best_biased,second,long,positive,4.0,1,3.8,consensus
claude,122,baseline,first,normal,neutral,3.0,1,3.1,consensus
claude,122,short_response,first,short,neutral,3.0,1,3.1,consensus
claude,122,verbose_response,first,long,neutral,3.0,1,3.1,consensus
claude,122,positive_tone,first,normal,positive,3.0,1,3.1,consensus
claude,122,negative_tone,first,normal,negative,3.0,1,3.1,consensus
claude,122,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
claude,122,worst_case,second,short,negative,3.0,1,3.1,consensus
claude,122,best_biased,second,long,positive,4.0,1,3.8,consensus
claude,123,baseline,first,normal,neutral,3.0,1,3.2,consensus
claude,123,short_response,first,short,neutral,4.0,1,3.9,consensus
claude,123,verbose_response,first,long,neutral,3.0,1,3.2,consensus
claude,123,positive_tone,first,normal,positive,3.0,1,3.2,consensus
claude,123,negative_tone,first,normal,negative,3.0,1,3.2,consensus
claude,123,disfavored_pos,second,normal,neutral,3.0,1,3.2,consensus
claude,123,worst_case,second,short,negative,3.0,1,3.2,consensus
claude,123,best_biased,second,long,positive,4.0,1,3.9,consensus
claude,124,baseline,first,normal,neutral,4.0,1,3.8,consensus
claude,124,short_response,first,short,neutral,3.0,1,3.1,consensus
claude,124,verbose_response,first,long,neutral,3.0,1,3.1,consensus
claude,124,positive_tone,first,normal,positive,4.0,1,3.8,consensus
claude,124,negative_tone,first,normal,negative,3.0,1,3.1,consensus
claude,124,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
claude,124,worst_case,second,short,negative,3.0,1,3.1,consensus
claude,124,best_biased,second,long,positive,4.0,1,3.8,consensus
claude,125,baseline,first,normal,neutral,3.0,1,3.1,consensus
claude,125,short_response,first,short,neutral,3.0,1,3.1,consensus
claude,125,verbose_response,first,long,neutral,3.0,1,3.1,consensus
claude,125,positive_tone,first,normal,positive,3.0,1,3.1,consensus
claude,125,negative_tone,first,normal,negative,3.0,1,3.1,consensus
claude,125,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
claude,125,worst_case,second,short,negative,3.0,1,3.1,consensus
claude,125,best_biased,second,long,positive,4.0,1,3.8,consensus
claude,126,baseline,first,normal,neutral,4.0,1,3.8,consensus
claude,126,short_response,first,short,neutral,3.0,1,3.1,consensus
claude,126,verbose_response,first,long,neutral,3.0,1,3.1,consensus
claude,126,positive_tone,first,normal,positive,4.0,1,3.8,consensus
claude,126,negative_tone,first,normal,negative,3.0,1,3.1,consensus
claude,126,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
claude,126,worst_case,second,short,negative,3.0,1,3.1,consensus
claude,126,best_biased,second,long,positive,4.0,1,3.8,consensus
claude,127,baseline,first,normal,neutral,3.0,1,3.1,consensus
claude,127,short_response,first,short,neutral,4.0,1,3.8,consensus
claude,127,verbose_response,first,long,neutral,4.0,1,3.8,consensus
claude,127,positive_tone,first,normal,positive,3.0,1,3.1,consensus
claude,127,negative_tone,first,normal,negative,3.0,1,3.1,consensus
claude,127,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
claude,127,worst_case,second,short,negative,3.0,1,3.1,consensus
claude,127,best_biased,second,long,positive,4.0,1,3.8,consensus
claude,128,baseline,first,normal,neutral,4.0,1,3.8,consensus
claude,128,short_response,first,short,neutral,4.0,1,3.8,consensus
claude,128,verbose_response,first,long,neutral,4.0,1,3.8,consensus
claude,128,positive_tone,first,normal,positive,4.0,1,3.8,consensus
claude,128,negative_tone,first,normal,negative,3.0,1,3.1,consensus
claude,128,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
claude,128,worst_case,second,short,negative,3.0,1,3.1,consensus
claude,128,best_biased,second,long,positive,4.0,1,3.8,consensus
claude,129,baseline,first,normal,neutral,3.0,1,3.1,consensus
claude,129,short_response,first,short,neutral,3.0,1,3.1,consensus
claude,129,verbose_response,first,long,neutral,3.0,1,3.1,consensus
claude,129,positive_tone,first,normal,positive,4.0,1,3.8,consensus
claude,129,negative_tone,first,normal,negative,3.0,1,3.1,consensus
claude,129,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
claude,129,worst_case,second,short,negative,3.0,1,3.1,consensus
claude,129,best_biased,second,long,positive,4.0,1,3.8,consensus
claude,130,baseline,first,normal,neutral,4.0,1,3.8,consensus
claude,130,short_response,first,short,neutral,4.0,1,3.8,consensus
claude,130,verbose_response,first,long,neutral,3.0,1,3.1,consensus
claude,130,positive_tone,first,normal,positive,4.0,1,3.8,consensus
claude,130,negative_tone,first,normal,negative,3.0,1,3.1,consensus
claude,130,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
claude,130,worst_case,second,short,negative,3.0,1,3.1,consensus
claude,130,best_biased,second,long,positive,4.0,1,3.8,consensus
claude,131,baseline,first,normal,neutral,4.0,1,3.9,consensus
claude,131,short_response,first,short,neutral,4.0,1,3.9,consensus
claude,131,verbose_response,first,long,neutral,3.0,1,3.2,consensus
claude,131,positive_tone,first,normal,positive,4.0,1,3.9,consensus
claude,131,negative_tone,first,normal,negative,3.0,1,3.2,consensus
claude,131,disfavored_pos,second,normal,neutral,4.0,1,3.9,consensus
claude,131,worst_case,second,short,negative,3.0,1,3.2,consensus
claude,131,best_biased,second,long,positive,4.0,1,3.9,consensus
claude,132,baseline,first,normal,neutral,4.0,1,3.8,consensus
claude,132,short_response,first,short,neutral,3.0,1,3.1,consensus
claude,132,verbose_response,first,long,neutral,4.0,1,3.8,consensus
claude,132,positive_tone,first,normal,positive,3.0,1,3.1,consensus
claude,132,negative_tone,first,normal,negative,3.0,1,3.1,consensus
claude,132,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
claude,132,worst_case,second,short,negative,3.0,1,3.1,consensus
claude,132,best_biased,second,long,positive,4.0,1,3.8,consensus
claude,133,baseline,first,normal,neutral,3.0,1,3.1,consensus
claude,133,short_response,first,short,neutral,3.0,1,3.1,consensus
claude,133,verbose_response,first,long,neutral,3.0,1,3.1,consensus
claude,133,positive_tone,first,normal,positive,3.0,1,3.1,consensus
claude,133,negative_tone,first,normal,negative,3.0,1,3.1,consensus
claude,133,disfavored_pos,second,normal,neutral,4.0,1,3.8,consensus
claude,133,worst_case,second,short,negative,3.0,1,3.1,consensus
claude,133,best_biased,second,long,positive,4.0,1,3.8,consensus
claude,134,baseline,first,normal,neutral,4.0,1,3.8,consensus
claude,134,short_response,first,short,neutral,3.0,1,3.1,consensus
claude,134,verbose_response,first,long,neutral,3.0,1,3.1,consensus
claude,134,positive_tone,first,normal,positive,3.0,1,3.1,consensus
claude,134,negative_tone,first,normal,negative,3.0,1,3.1,consensus
claude,134,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
claude,134,worst_case,second,short,negative,3.0,1,3.1,consensus
claude,134,best_biased,second,long,positive,3.0,1,3.1,consensus
claude,135,baseline,first,normal,neutral,3.0,1,3.2,consensus
claude,135,short_response,first,short,neutral,4.0,1,3.9,consensus
claude,135,verbose_response,first,long,neutral,3.0,1,3.2,consensus
claude,135,positive_tone,first,normal,positive,3.0,1,3.2,consensus
claude,135,negative_tone,first,normal,negative,4.0,1,3.9,consensus
claude,135,disfavored_pos,second,normal,neutral,3.0,1,3.2,consensus
claude,135,worst_case,second,short,negative,3.0,1,3.2,consensus
claude,135,best_biased,second,long,positive,4.0,1,3.9,consensus
claude,136,baseline,first,normal,neutral,3.0,1,3.1,consensus
claude,136,short_response,first,short,neutral,4.0,1,3.8,consensus
claude,136,verbose_response,first,long,neutral,3.0,1,3.1,consensus
claude,136,positive_tone,first,normal,positive,4.0,1,3.8,consensus
claude,136,negative_tone,first,normal,negative,3.0,1,3.1,consensus
claude,136,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
claude,136,worst_case,second,short,negative,3.0,1,3.1,consensus
claude,136,best_biased,second,long,positive,4.0,1,3.8,consensus
claude,137,baseline,first,normal,neutral,4.0,1,3.7,consensus
claude,137,short_response,first,short,neutral,4.0,1,3.7,consensus
claude,137,verbose_response,first,long,neutral,3.0,1,3.0,consensus
claude,137,positive_tone,first,normal,positive,4.0,1,3.7,consensus
claude,137,negative_tone,first,normal,negative,3.0,1,3.0,consensus
claude,137,disfavored_pos,second,normal,neutral,3.0,1,3.0,consensus
claude,137,worst_case,second,short,negative,3.0,1,3.0,consensus
claude,137,best_biased,second,long,positive,4.0,1,3.7,consensus
claude,138,baseline,first,normal,neutral,3.0,1,3.1,consensus
claude,138,short_response,first,short,neutral,3.0,1,3.1,consensus
claude,138,verbose_response,first,long,neutral,3.0,1,3.1,consensus
claude,138,positive_tone,first,normal,positive,3.0,1,3.1,consensus
claude,138,negative_tone,first,normal,negative,3.0,1,3.1,consensus
claude,138,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
claude,138,worst_case,second,short,negative,3.0,1,3.1,consensus
claude,138,best_biased,second,long,positive,4.0,1,3.8,consensus
claude,139,baseline,first,normal,neutral,3.0,1,3.1,consensus
claude,139,short_response,first,short,neutral,3.0,1,3.1,consensus
claude,139,verbose_response,first,long,neutral,3.0,1,3.1,consensus
claude,139,positive_tone,first,normal,positive,4.0,1,3.8,consensus
claude,139,negative_tone,first,normal,negative,3.0,1,3.1,consensus
claude,139,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
claude,139,worst_case,second,short,negative,3.0,1,3.1,consensus
claude,139,best_biased,second,long,positive,4.0,1,3.8,consensus
claude,140,baseline,first,normal,neutral,3.0,1,3.2,consensus
claude,140,short_response,first,short,neutral,3.0,1,3.2,consensus
claude,140,verbose_response,first,long,neutral,3.0,1,3.2,consensus
claude,140,positive_tone,first,normal,positive,4.0,1,3.9,consensus
claude,140,negative_tone,first,normal,negative,3.0,1,3.2,consensus
claude,140,disfavored_pos,second,normal,neutral,3.0,1,3.2,consensus
claude,140,worst_case,second,short,negative,3.0,1,3.2,consensus
claude,140,best_biased,second,long,positive,4.0,1,3.9,consensus
claude,141,baseline,first,normal,neutral,4.0,1,3.8,consensus
claude,141,short_response,first,short,neutral,4.0,1,3.8,consensus
claude,141,verbose_response,first,long,neutral,3.0,1,3.1,consensus
claude,141,positive_tone,first,normal,positive,4.0,1,3.8,consensus
claude,141,negative_tone,first,normal,negative,3.0,1,3.1,consensus
claude,141,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
claude,141,worst_case,second,short,negative,3.0,1,3.1,consensus
claude,141,best_biased,second,long,positive,4.0,1,3.8,consensus
claude,142,baseline,first,normal,neutral,3.0,1,3.1,consensus
claude,142,short_response,first,short,neutral,3.0,1,3.1,consensus
claude,142,verbose_response,first,long,neutral,3.0,1,3.1,consensus
claude,142,positive_tone,first,normal,positive,4.0,1,3.8,consensus
claude,142,negative_tone,first,normal,negative,4.0,1,3.8,consensus
claude,142,disfavored_pos,second,normal,neutral,4.0,1,3.8,consensus
claude,142,worst_case,second,short,negative,3.0,1,3.1,consensus
claude,142,best_biased,second,long,positive,4.0,1,3.8,consensus
claude,143,baseline,first,normal,neutral,3.0,1,3.1,consensus
claude,143,short_response,first,short,neutral,3.0,1,3.1,consensus
claude,143,verbose_response,first,long,neutral,3.0,1,3.1,consensus
claude,143,positive_tone,first,normal,positive,4.0,1,3.8,consensus
claude,143,negative_tone,first,normal,negative,3.0,1,3.1,consensus
claude,143,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
claude,143,worst_case,second,short,negative,3.0,1,3.1,consensus
claude,143,best_biased,second,long,positive,4.0,1,3.8,consensus
claude,144,baseline,first,normal,neutral,3.0,1,3.1,consensus
claude,144,short_response,first,short,neutral,4.0,1,3.8,consensus
claude,144,verbose_response,first,long,neutral,3.0,1,3.1,consensus
claude,144,positive_tone,first,normal,positive,3.0,1,3.1,consensus
claude,144,negative_tone,first,normal,negative,3.0,1,3.1,consensus
claude,144,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
claude,144,worst_case,second,short,negative,3.0,1,3.1,consensus
claude,144,best_biased,second,long,positive,4.0,1,3.8,consensus
claude,145,baseline,first,normal,neutral,4.0,1,3.8,consensus
claude,145,short_response,first,short,neutral,4.0,1,3.8,consensus
claude,145,verbose_response,first,long,neutral,4.0,1,3.8,consensus
claude,145,positive_tone,first,normal,positive,4.0,1,3.8,consensus
claude,145,negative_tone,first,normal,negative,4.0,1,3.8,consensus
claude,145,disfavored_pos,second,normal,neutral,4.0,1,3.8,consensus
claude,145,worst_case,second,short,negative,3.0,1,3.1,consensus
claude,145,best_biased,second,long,positive,4.0,1,3.8,consensus
claude,146,baseline,first,normal,neutral,3.0,1,3.1,consensus
claude,146,short_response,first,short,neutral,4.0,1,3.8,consensus
claude,146,verbose_response,first,long,neutral,3.0,1,3.1,consensus
claude,146,positive_tone,first,normal,positive,3.0,1,3.1,consensus
claude,146,negative_tone,first,normal,negative,3.0,1,3.1,consensus
claude,146,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
claude,146,worst_case,second,short,negative,3.0,1,3.1,consensus
claude,146,best_biased,second,long,positive,4.0,1,3.8,consensus
claude,147,baseline,first,normal,neutral,3.0,1,3.1,consensus
claude,147,short_response,first,short,neutral,4.0,1,3.8,consensus
claude,147,verbose_response,first,long,neutral,3.0,1,3.1,consensus
claude,147,positive_tone,first,normal,positive,3.0,1,3.1,consensus
claude,147,negative_tone,first,normal,negative,3.0,1,3.1,consensus
claude,147,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
claude,147,worst_case,second,short,negative,3.0,1,3.1,consensus
claude,147,best_biased,second,long,positive,4.0,1,3.8,consensus
claude,148,baseline,first,normal,neutral,3.0,1,3.2,consensus
claude,148,short_response,first,short,neutral,3.0,1,3.2,consensus
claude,148,verbose_response,first,long,neutral,3.0,1,3.2,consensus
claude,148,positive_tone,first,normal,positive,4.0,1,3.9,consensus
claude,148,negative_tone,first,normal,negative,3.0,1,3.2,consensus
claude,148,disfavored_pos,second,normal,neutral,3.0,1,3.2,consensus
claude,148,worst_case,second,short,negative,3.0,1,3.2,consensus
claude,148,best_biased,second,long,positive,3.0,1,3.2,consensus
claude,149,baseline,first,normal,neutral,3.0,1,3.1,consensus
claude,149,short_response,first,short,neutral,3.0,1,3.1,consensus
claude,149,verbose_response,first,long,neutral,3.0,1,3.1,consensus
claude,149,positive_tone,first,normal,positive,4.0,1,3.8,consensus
claude,149,negative_tone,first,normal,negative,3.0,1,3.1,consensus
claude,149,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
claude,149,worst_case,second,short,negative,3.0,1,3.1,consensus
claude,149,best_biased,second,long,positive,4.0,1,3.8,consensus
claude,150,baseline,first,normal,neutral,3.0,1,3.1,consensus
claude,150,short_response,first,short,neutral,3.0,1,3.1,consensus
claude,150,verbose_response,first,long,neutral,3.0,1,3.1,consensus
claude,150,positive_tone,first,normal,positive,3.0,1,3.1,consensus
claude,150,negative_tone,first,normal,negative,3.0,1,3.1,consensus
claude,150,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
claude,150,worst_case,second,short,negative,3.0,1,3.1,consensus
claude,150,best_biased,second,long,positive,4.0,1,3.8,consensus
claude,151,baseline,first,normal,neutral,4.0,1,3.9,consensus
claude,151,short_response,first,short,neutral,3.0,1,3.2,consensus
claude,151,verbose_response,first,long,neutral,3.0,1,3.2,consensus
claude,151,positive_tone,first,normal,positive,4.0,1,3.9,consensus
claude,151,negative_tone,first,normal,negative,3.0,1,3.2,consensus
claude,151,disfavored_pos,second,normal,neutral,3.0,1,3.2,consensus
claude,151,worst_case,second,short,negative,3.0,1,3.2,consensus
claude,151,best_biased,second,long,positive,4.0,1,3.9,consensus
claude,152,baseline,first,normal,neutral,4.0,1,3.8,consensus
claude,152,short_response,first,short,neutral,3.0,1,3.1,consensus
claude,152,verbose_response,first,long,neutral,4.0,1,3.8,consensus
claude,152,positive_tone,first,normal,positive,4.0,1,3.8,consensus
claude,152,negative_tone,first,normal,negative,4.0,1,3.8,consensus
claude,152,disfavored_pos,second,normal,neutral,4.0,1,3.8,consensus
claude,152,worst_case,second,short,negative,3.0,1,3.1,consensus
claude,152,best_biased,second,long,positive,4.0,1,3.8,consensus
claude,153,baseline,first,normal,neutral,4.0,1,3.8,consensus
claude,153,short_response,first,short,neutral,4.0,1,3.8,consensus
claude,153,verbose_response,first,long,neutral,3.0,1,3.1,consensus
claude,153,positive_tone,first,normal,positive,3.0,1,3.1,consensus
claude,153,negative_tone,first,normal,negative,4.0,1,3.8,consensus
claude,153,disfavored_pos,second,normal,neutral,4.0,1,3.8,consensus
claude,153,worst_case,second,short,negative,3.0,1,3.1,consensus
claude,153,best_biased,second,long,positive,4.0,1,3.8,consensus
claude,154,baseline,first,normal,neutral,3.0,1,3.1,consensus
claude,154,short_response,first,short,neutral,3.0,1,3.1,consensus
claude,154,verbose_response,first,long,neutral,3.0,1,3.1,consensus
claude,154,positive_tone,first,normal,positive,3.0,1,3.1,consensus
claude,154,negative_tone,first,normal,negative,3.0,1,3.1,consensus
claude,154,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
claude,154,worst_case,second,short,negative,3.0,1,3.1,consensus
claude,154,best_biased,second,long,positive,4.0,1,3.8,consensus
claude,155,baseline,first,normal,neutral,4.0,1,3.8,consensus
claude,155,short_response,first,short,neutral,4.0,1,3.8,consensus
claude,155,verbose_response,first,long,neutral,4.0,1,3.8,consensus
claude,155,positive_tone,first,normal,positive,4.0,1,3.8,consensus
claude,155,negative_tone,first,normal,negative,4.0,1,3.8,consensus
claude,155,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
claude,155,worst_case,second,short,negative,3.0,1,3.1,consensus
claude,155,best_biased,second,long,positive,4.0,1,3.8,consensus
claude,156,baseline,first,normal,neutral,4.0,1,3.9,consensus
claude,156,short_response,first,short,neutral,4.0,1,3.9,consensus
claude,156,verbose_response,first,long,neutral,3.0,1,3.2,consensus
claude,156,positive_tone,first,normal,positive,4.0,1,3.9,consensus
claude,156,negative_tone,first,normal,negative,4.0,1,3.9,consensus
claude,156,disfavored_pos,second,normal,neutral,4.0,1,3.9,consensus
claude,156,worst_case,second,short,negative,3.0,1,3.2,consensus
claude,156,best_biased,second,long,positive,4.0,1,3.9,consensus
claude,157,baseline,first,normal,neutral,3.0,1,3.1,consensus
claude,157,short_response,first,short,neutral,4.0,1,3.8,consensus
claude,157,verbose_response,first,long,neutral,3.0,1,3.1,consensus
claude,157,positive_tone,first,normal,positive,3.0,1,3.1,consensus
claude,157,negative_tone,first,normal,negative,3.0,1,3.1,consensus
claude,157,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
claude,157,worst_case,second,short,negative,3.0,1,3.1,consensus
claude,157,best_biased,second,long,positive,4.0,1,3.8,consensus
claude,158,baseline,first,normal,neutral,3.0,1,3.1,consensus
claude,158,short_response,first,short,neutral,3.0,1,3.1,consensus
claude,158,verbose_response,first,long,neutral,3.0,1,3.1,consensus
claude,158,positive_tone,first,normal,positive,3.0,1,3.1,consensus
claude,158,negative_tone,first,normal,negative,3.0,1,3.1,consensus
claude,158,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
claude,158,worst_case,second,short,negative,3.0,1,3.1,consensus
claude,158,best_biased,second,long,positive,4.0,1,3.8,consensus
claude,159,baseline,first,normal,neutral,3.0,1,3.1,consensus
claude,159,short_response,first,short,neutral,3.0,1,3.1,consensus
claude,159,verbose_response,first,long,neutral,3.0,1,3.1,consensus
claude,159,positive_tone,first,normal,positive,3.0,1,3.1,consensus
claude,159,negative_tone,first,normal,negative,3.0,1,3.1,consensus
claude,159,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
claude,159,worst_case,second,short,negative,3.0,1,3.1,consensus
claude,159,best_biased,second,long,positive,4.0,1,3.8,consensus
claude,160,baseline,first,normal,neutral,4.0,1,3.8,consensus
claude,160,short_response,first,short,neutral,4.0,1,3.8,consensus
