item_id,judge,position,length,sentiment,condition,score
140,claude,first,long,neutral,verbose,3.8
140,claude,first,normal,positive,positive,3.2
140,claude,first,normal,negative,negative,3.4
140,claude,second,normal,neutral,disfavored,3.3
140,claude,second,short,negative,worst,3.6
140,claude,second,long,positive,best_biased,3.3
141,claude,first,normal,neutral,baseline,3.5
141,claude,first,short,neutral,short,3.6
141,claude,first,long,neutral,verbose,3.5
141,claude,first,normal,positive,positive,3.3
141,claude,first,normal,negative,negative,3.4
141,claude,second,normal,neutral,disfavored,3.4
141,claude,second,short,negative,worst,3.4
141,claude,second,long,positive,best_biased,3.3
142,claude,first,normal,neutral,baseline,3.4
142,claude,first,short,neutral,short,3.5
142,claude,first,long,neutral,verbose,3.5
142,claude,first,normal,positive,positive,3.5
142,claude,first,normal,negative,negative,3.4
142,claude,second,normal,neutral,disfavored,3.2
142,claude,second,short,negative,worst,2.9
142,claude,second,long,positive,best_biased,3.7
143,claude,first,normal,neutral,baseline,3.2
143,claude,first,short,neutral,short,3.7
143,claude,first,long,neutral,verbose,3.7
143,claude,first,normal,positive,positive,3.2
143,claude,first,normal,negative,negative,3.5
143,claude,second,normal,neutral,disfavored,3.4
143,claude,second,short,negative,worst,3.3
143,claude,second,long,positive,best_biased,3.9
144,claude,first,normal,neutral,baseline,3.4
144,claude,first,short,neutral,short,3.2
144,claude,first,long,neutral,verbose,3.4
144,claude,first,normal,positive,positive,3.3
144,claude,first,normal,negative,negative,3.2
144,claude,second,normal,neutral,disfavored,3.5
144,claude,second,short,negative,worst,3.1
144,claude,second,long,positive,best_biased,3.4
145,claude,first,normal,neutral,baseline,3.3
145,claude,first,short,neutral,short,3.5
145,claude,first,long,neutral,verbose,3.4
145,claude,first,normal,positive,positive,3.3
145,claude,first,normal,negative,negative,3.4
145,claude,second,normal,neutral,disfavored,3.3
145,claude,second,short,negative,worst,2.8
145,claude,second,long,positive,best_biased,3.8
146,claude,first,normal,neutral,baseline,3.8
146,claude,first,short,neutral,short,3.4
146,claude,first,long,neutral,verbose,3.6
146,claude,first,normal,positive,positive,3.7
146,claude,first,normal,negative,negative,3.4
146,claude,second,normal,neutral,disfavored,3.6
146,claude,second,short,negative,worst,3.6
146,claude,second,long,positive,best_biased,3.6
147,claude,first,normal,neutral,baseline,3.6
147,claude,first,short,neutral,short,3.6
147,claude,first,long,neutral,verbose,3.5
147,claude,first,normal,positive,positive,3.2
147,claude,first,normal,negative,negative,3.7
147,claude,second,normal,neutral,disfavored,2.9
147,claude,second,short,negative,worst,3.7
147,claude,second,long,positive,best_biased,3.8
148,claude,first,normal,neutral,baseline,3.6
148,claude,first,short,neutral,short,3.4
148,claude,first,long,neutral,verbose,4.1
148,claude,first,normal,positive,positive,3.3
148,claude,first,normal,negative,negative,3.1
148,claude,second,normal,neutral,disfavored,3.2
148,claude,second,short,negative,worst,3.0
148,claude,second,long,positive,best_biased,3.2
149,claude,first,normal,neutral,baseline,3.5
149,claude,first,short,neutral,short,3.4
149,claude,first,long,neutral,verbose,3.3
149,claude,first,normal,positive,positive,4.1
149,claude,first,normal,negative,negative,3.0
149,claude,second,normal,neutral,disfavored,3.0
149,claude,second,short,negative,worst,3.2
149,claude,second,long,positive,best_biased,3.5
150,claude,first,normal,neutral,baseline,3.6
150,claude,first,short,neutral,short,3.2
150,claude,first,long,neutral,verbose,3.3
150,claude,first,normal,positive,positive,3.4
150,claude,first,normal,negative,negative,3.2
150,claude,second,normal,neutral,disfavored,3.5
150,claude,second,short,negative,worst,3.0
150,claude,second,long,positive,best_biased,3.8
151,claude,first,normal,neutral,baseline,3.7
151,claude,first,short,neutral,short,3.7
151,claude,first,long,neutral,verbose,3.9
151,claude,first,normal,positive,positive,3.8
151,claude,first,normal,negative,negative,3.7
151,claude,second,normal,neutral,disfavored,3.2
151,claude,second,short,negative,worst,3.0
151,claude,second,long,positive,best_biased,3.0
152,claude,first,normal,neutral,baseline,3.6
152,claude,first,short,neutral,short,3.2
152,claude,first,long,neutral,verbose,3.7
152,claude,first,normal,positive,positive,3.7
152,claude,first,normal,negative,negative,3.0
152,claude,second,normal,neutral,disfavored,3.1
152,claude,second,short,negative,worst,3.0
152,claude,second,long,positive,best_biased,3.4
153,claude,first,normal,neutral,baseline,3.6
153,claude,first,short,neutral,short,3.0
153,claude,first,long,neutral,verbose,3.6
153,claude,first,normal,positive,positive,3.1
153,claude,first,normal,negative,negative,2.8
153,claude,second,normal,neutral,disfavored,3.6
153,claude,second,short,negative,worst,2.7
153,claude,second,long,positive,best_biased,3.4
154,claude,first,normal,neutral,baseline,3.1
154,claude,first,short,neutral,short,2.9
154,claude,first,long,neutral,verbose,3.5
154,claude,first,normal,positive,positive,3.5
154,claude,first,normal,negative,negative,3.7
154,claude,second,normal,neutral,disfavored,3.5
154,claude,second,short,negative,worst,3.0
154,claude,second,long,positive,best_biased,3.8
155,claude,first,normal,neutral,baseline,3.8
155,claude,first,short,neutral,short,3.5
155,claude,first,long,neutral,verbose,3.5
155,claude,first,normal,positive,positive,3.9
155,claude,first,normal,negative,negative,4.0
155,claude,second,normal,neutral,disfavored,3.6
155,claude,second,short,negative,worst,3.6
155,claude,second,long,positive,best_biased,3.8
156,claude,first,normal,neutral,baseline,3.8
156,claude,first,short,neutral,short,3.0
156,claude,first,long,neutral,verbose,3.3
156,claude,first,normal,positive,positive,3.6
156,claude,first,normal,negative,negative,2.9
156,claude,second,normal,neutral,disfavored,3.2
156,claude,second,short,negative,worst,3.4
156,claude,second,long,positive,best_biased,3.3
157,claude,first,normal,neutral,baseline,3.7
157,claude,first,short,neutral,short,3.0
157,claude,first,long,neutral,verbose,3.4
157,claude,first,normal,positive,positive,3.9
157,claude,first,normal,negative,negative,3.5
157,claude,second,normal,neutral,disfavored,3.5
157,claude,second,short,negative,worst,3.6
157,claude,second,long,positive,best_biased,3.9
158,claude,first,normal,neutral,baseline,3.2
158,claude,first,short,neutral,short,3.8
158,claude,first,long,neutral,verbose,3.4
158,claude,first,normal,positive,positive,3.6
158,claude,first,normal,negative,negative,3.4
158,claude,second,normal,neutral,disfavored,3.7
158,claude,second,short,negative,worst,2.8
158,claude,second,long,positive,best_biased,3.7
159,claude,first,normal,neutral,baseline,3.7
159,claude,first,short,neutral,short,3.6
159,claude,first,long,neutral,verbose,3.5
159,claude,first,normal,positive,positive,3.9
159,claude,first,normal,negative,negative,3.2
159,claude,second,normal,neutral,disfavored,3.7
159,claude,second,short,negative,worst,3.2
159,claude,second,long,positive,best_biased,3.1
160,claude,first,normal,neutral,baseline,3.6
160,claude,first,short,neutral,short,3.4
160,claude,first,long,neutral,verbose,3.5
160,claude,first,normal,positive,positive,3.4
160,claude,first,normal,negative,negative,3.3
160,claude,second,normal,neutral,disfavored,2.9
160,claude,second,short,negative,worst,3.6
160,claude,second,long,positive,best_biased,3.2
161,claude,first,normal,neutral,baseline,3.3
161,claude,first,short,neutral,short,3.7
161,claude,first,long,neutral,verbose,3.8
161,claude,first,normal,positive,positive,3.8
161,claude,first,normal,negative,negative,3.9
161,claude,second,normal,neutral,disfavored,3.3
161,claude,second,short,negative,worst,2.8
161,claude,second,long,positive,best_biased,3.8
162,claude,first,normal,neutral,baseline,3.7
162,claude,first,short,neutral,short,3.3
162,claude,first,long,neutral,verbose,3.2
162,claude,first,normal,positive,positive,4.0
162,claude,first,normal,negative,negative,3.6
162,claude,second,normal,neutral,disfavored,3.0
162,claude,second,short,negative,worst,3.4
162,claude,second,long,positive,best_biased,3.1
163,claude,first,normal,neutral,baseline,3.4
163,claude,first,short,neutral,short,3.0
163,claude,first,long,neutral,verbose,3.4
163,claude,first,normal,positive,positive,3.3
163,claude,first,normal,negative,negative,3.2
163,claude,second,normal,neutral,disfavored,3.6
163,claude,second,short,negative,worst,3.2
163,claude,second,long,positive,best_biased,3.7
164,claude,first,normal,neutral,baseline,3.8
164,claude,first,short,neutral,short,3.3
164,claude,first,long,neutral,verbose,3.6
164,claude,first,normal,positive,positive,3.7
164,claude,first,normal,negative,negative,3.9
164,claude,second,normal,neutral,disfavored,3.6
164,claude,second,short,negative,worst,3.5
164,claude,second,long,positive,best_biased,3.9
165,claude,first,normal,neutral,baseline,3.8
165,claude,first,short,neutral,short,2.8
165,claude,first,long,neutral,verbose,3.9
165,claude,first,normal,positive,positive,3.6
165,claude,first,normal,negative,negative,3.4
165,claude,second,normal,neutral,disfavored,3.2
165,claude,second,short,negative,worst,3.0
165,claude,second,long,positive,best_biased,3.7
166,claude,first,normal,neutral,baseline,3.8
166,claude,first,short,neutral,short,2.9
166,claude,first,long,neutral,verbose,3.7
166,claude,first,normal,positive,positive,3.4
166,claude,first,normal,negative,negative,3.1
166,claude,second,normal,neutral,disfavored,3.5
166,claude,second,short,negative,worst,3.0
166,claude,second,long,positive,best_biased,3.4
167,claude,first,normal,neutral,baseline,3.3
167,claude,first,short,neutral,short,3.5
167,claude,first,long,neutral,verbose,3.6
167,claude,first,normal,positive,positive,3.3
167,claude,first,normal,negative,negative,3.2
167,claude,second,normal,neutral,disfavored,3.3
167,claude,second,short,negative,worst,3.2
167,claude,second,long,positive,best_biased,3.2
168,claude,first,normal,neutral,baseline,3.6
168,claude,first,short,neutral,short,3.1
168,claude,first,long,neutral,verbose,4.4
168,claude,first,normal,positive,positive,3.3
168,claude,first,normal,negative,negative,3.2
168,claude,second,normal,neutral,disfavored,3.4
168,claude,second,short,negative,worst,2.8
168,claude,second,long,positive,best_biased,3.8
169,claude,first,normal,neutral,baseline,4.0
169,claude,first,short,neutral,short,3.3
169,claude,first,long,neutral,verbose,3.6
169,claude,first,normal,positive,positive,3.4
169,claude,first,normal,negative,negative,3.4
169,claude,second,normal,neutral,disfavored,3.8
169,claude,second,short,negative,worst,3.4
169,claude,second,long,positive,best_biased,3.3
170,claude,first,normal,neutral,baseline,4.0
170,claude,first,short,neutral,short,3.7
170,claude,first,long,neutral,verbose,3.7
170,claude,first,normal,positive,positive,3.4
170,claude,first,normal,negative,negative,3.4
170,claude,second,normal,neutral,disfavored,3.1
170,claude,second,short,negative,worst,3.3
170,claude,second,long,positive,best_biased,3.5
171,claude,first,normal,neutral,baseline,2.8
171,claude,first,short,neutral,short,3.6
171,claude,first,long,neutral,verbose,3.6
171,claude,first,normal,positive,positive,3.9
171,claude,first,normal,negative,negative,3.4
171,claude,second,normal,neutral,disfavored,3.4
171,claude,second,short,negative,worst,3.5
171,claude,second,long,positive,best_biased,3.7
172,claude,first,normal,neutral,baseline,3.6
172,claude,first,short,neutral,short,4.3
172,claude,first,long,neutral,verbose,3.5
172,claude,first,normal,positive,positive,3.6
172,claude,first,normal,negative,negative,3.9
172,claude,second,normal,neutral,disfavored,3.1
172,claude,second,short,negative,worst,2.8
172,claude,second,long,positive,best_biased,3.1
173,claude,first,normal,neutral,baseline,3.7
173,claude,first,short,neutral,short,3.6
173,claude,first,long,neutral,verbose,3.8
173,claude,first,normal,positive,positive,3.2
173,claude,first,normal,negative,negative,3.7
173,claude,second,normal,neutral,disfavored,3.7
173,claude,second,short,negative,worst,3.1
173,claude,second,long,positive,best_biased,3.6
174,claude,first,normal,neutral,baseline,3.7
174,claude,first,short,neutral,short,3.5
174,claude,first,long,neutral,verbose,3.8
174,claude,first,normal,positive,positive,3.3
174,claude,first,normal,negative,negative,3.4
174,claude,second,normal,neutral,disfavored,3.0
174,claude,second,short,negative,worst,3.3
174,claude,second,long,positive,best_biased,3.7
175,claude,first,normal,neutral,baseline,3.5
175,claude,first,short,neutral,short,3.5
175,claude,first,long,neutral,verbose,3.1
175,claude,first,normal,positive,positive,3.8
175,claude,first,normal,negative,negative,3.3
175,claude,second,normal,neutral,disfavored,3.4
175,claude,second,short,negative,worst,3.5
175,claude,second,long,positive,best_biased,3.3
176,claude,first,normal,neutral,baseline,3.9
176,claude,first,short,neutral,short,3.4
176,claude,first,long,neutral,verbose,3.6
176,claude,first,normal,positive,positive,3.7
176,claude,first,normal,negative,negative,3.0
176,claude,second,normal,neutral,disfavored,3.6
176,claude,second,short,negative,worst,3.1
176,claude,second,long,positive,best_biased,3.9
177,claude,first,normal,neutral,baseline,3.4
177,claude,first,short,neutral,short,3.3
177,claude,first,long,neutral,verbose,3.7
177,claude,first,normal,positive,positive,3.6
177,claude,first,normal,negative,negative,3.1
177,claude,second,normal,neutral,disfavored,3.3
177,claude,second,short,negative,worst,3.5
177,claude,second,long,positive,best_biased,3.5
178,claude,first,normal,neutral,baseline,3.2
178,claude,first,short,neutral,short,3.6
178,claude,first,long,neutral,verbose,3.0
178,claude,first,normal,positive,positive,2.9
178,claude,first,normal,negative,negative,3.4
178,claude,second,normal,neutral,disfavored,3.4
178,claude,second,short,negative,worst,3.2
178,claude,second,long,positive,best_biased,3.3
179,claude,first,normal,neutral,baseline,3.5
179,claude,first,short,neutral,short,2.9
179,claude,first,long,neutral,verbose,3.7
179,claude,first,normal,positive,positive,3.1
179,claude,first,normal,negative,negative,3.4
179,claude,second,normal,neutral,disfavored,3.5
179,claude,second,short,negative,worst,2.6
179,claude,second,long,positive,best_biased,3.4
180,claude,first,normal,neutral,baseline,3.7
180,claude,first,short,neutral,short,3.8
180,claude,first,long,neutral,verbose,3.1
180,claude,first,normal,positive,positive,3.7
180,claude,first,normal,negative,negative,3.0
180,claude,second,normal,neutral,disfavored,3.0
180,claude,second,short,negative,worst,3.6
180,claude,second,long,positive,best_biased,3.7
181,claude,first,normal,neutral,baseline,3.3
181,claude,first,short,neutral,short,3.4
181,claude,first,long,neutral,verbose,3.8
181,claude,first,normal,positive,positive,3.6
181,claude,first,normal,negative,negative,4.1
181,claude,second,normal,neutral,disfavored,3.6
181,claude,second,short,negative,worst,2.2
181,claude,second,long,positive,best_biased,3.5
182,claude,first,normal,neutral,baseline,3.3
182,claude,first,short,neutral,short,3.3
182,claude,first,long,neutral,verbose,3.6
182,claude,first,normal,positive,positive,3.4
182,claude,first,normal,negative,negative,3.1
182,claude,second,normal,neutral,disfavored,3.8
182,claude,second,short,negative,worst,3.3
182,claude,second,long,positive,best_biased,3.3
183,claude,first,normal,neutral,baseline,3.7
183,claude,first,short,neutral,short,3.6
183,claude,first,long,neutral,verbose,4.0
183,claude,first,normal,positive,positive,3.3
183,claude,first,normal,negative,negative,3.7
183,claude,second,normal,neutral,disfavored,3.2
183,claude,second,short,negative,worst,3.5
183,claude,second,long,positive,best_biased,3.5
184,claude,first,normal,neutral,baseline,2.8
184,claude,first,short,neutral,short,3.4
184,claude,first,long,neutral,verbose,3.1
184,claude,first,normal,positive,positive,3.5
184,claude,first,normal,negative,negative,3.4
184,claude,second,normal,neutral,disfavored,3.3
184,claude,second,short,negative,worst,2.7
184,claude,second,long,positive,best_biased,3.2
185,claude,first,normal,neutral,baseline,3.2
185,claude,first,short,neutral,short,3.3
185,claude,first,long,neutral,verbose,4.0
185,claude,first,normal,positive,positive,3.8
185,claude,first,normal,negative,negative,3.3
185,claude,second,normal,neutral,disfavored,3.8
185,claude,second,short,negative,worst,2.7
185,claude,second,long,positive,best_biased,3.8
186,claude,first,normal,neutral,baseline,3.4
186,claude,first,short,neutral,short,3.4
186,claude,first,long,neutral,verbose,3.8
186,claude,first,normal,positive,positive,3.4
186,claude,first,normal,negative,negative,3.7
186,claude,second,normal,neutral,disfavored,3.4
186,claude,second,short,negative,worst,3.8
186,claude,second,long,positive,best_biased,3.5
187,claude,first,normal,neutral,baseline,3.9
187,claude,first,short,neutral,short,3.6
187,claude,first,long,neutral,verbose,3.2
187,claude,first,normal,positive,positive,4.0
187,claude,first,normal,negative,negative,3.1
187,claude,second,normal,neutral,disfavored,2.7
187,claude,second,short,negative,worst,3.4
187,claude,second,long,positive,best_biased,3.9
188,claude,first,normal,neutral,baseline,3.5
188,claude,first,short,neutral,short,3.3
188,claude,first,long,neutral,verbose,4.1
188,claude,first,normal,positive,positive,3.8
188,claude,first,normal,negative,negative,3.2
188,claude,second,normal,neutral,disfavored,3.6
188,claude,second,short,negative,worst,2.7
188,claude,second,long,positive,best_biased,3.4
189,claude,first,normal,neutral,baseline,3.2
189,claude,first,short,neutral,short,2.7
189,claude,first,long,neutral,verbose,3.2
189,claude,first,normal,positive,positive,3.9
189,claude,first,normal,negative,negative,3.1
189,claude,second,normal,neutral,disfavored,3.2
189,claude,second,short,negative,worst,2.8
189,claude,second,long,positive,best_biased,3.8
190,claude,first,normal,neutral,baseline,3.5
190,claude,first,short,neutral,short,3.5
190,claude,first,long,neutral,verbose,3.6
190,claude,first,normal,positive,positive,3.2
190,claude,first,normal,negative,negative,3.1
190,claude,second,normal,neutral,disfavored,3.6
190,claude,second,short,negative,worst,3.1
190,claude,second,long,positive,best_biased,3.8
191,claude,first,normal,neutral,baseline,2.6
191,claude,first,short,neutral,short,3.7
191,claude,first,long,neutral,verbose,3.4
191,claude,first,normal,positive,positive,4.2
191,claude,first,normal,negative,negative,3.3
191,claude,second,normal,neutral,disfavored,3.4
191,claude,second,short,negative,worst,3.3
191,claude,second,long,positive,best_biased,3.3
192,claude,first,normal,neutral,baseline,3.8
192,claude,first,short,neutral,short,3.2
192,claude,first,long,neutral,verbose,4.0
192,claude,first,normal,positive,positive,3.8
192,claude,first,normal,negative,negative,3.6
192,claude,second,normal,neutral,disfavored,3.2
192,claude,second,short,negative,worst,3.1
192,claude,second,long,positive,best_biased,3.6
193,claude,first,normal,neutral,baseline,2.9
193,claude,first,short,neutral,short,3.2
193,claude,first,long,neutral,verbose,3.9
193,claude,first,normal,positive,positive,3.2
193,claude,first,normal,negative,negative,3.8
193,claude,second,normal,neutral,disfavored,3.2
193,claude,second,short,negative,worst,3.2
193,claude,second,long,positive,best_biased,3.2
194,claude,first,normal,neutral,baseline,3.6
194,claude,first,short,neutral,short,3.5
194,claude,first,long,neutral,verbose,3.9
194,claude,first,normal,positive,positive,4.0
194,claude,first,normal,negative,negative,3.8
194,claude,second,normal,neutral,disfavored,3.4
194,claude,second,short,negative,worst,2.8
194,claude,second,long,positive,best_biased,3.9
195,claude,first,normal,neutral,baseline,3.1
195,claude,first,short,neutral,short,3.2
195,claude,first,long,neutral,verbose,3.8
195,claude,first,normal,positive,positive,3.7
195,claude,first,normal,negative,negative,3.9
195,claude,second,normal,neutral,disfavored,3.4
195,claude,second,short,negative,worst,2.6
195,claude,second,long,positive,best_biased,3.5
196,claude,first,normal,neutral,baseline,3.6
196,claude,first,short,neutral,short,3.3
196,claude,first,long,neutral,verbose,4.0
196,claude,first,normal,positive,positive,3.5
196,claude,first,normal,negative,negative,3.0
196,claude,second,normal,neutral,disfavored,3.5
196,claude,second,short,negative,worst,2.8
196,claude,second,long,positive,best_biased,4.1
197,claude,first,normal,neutral,baseline,3.6
197,claude,first,short,neutral,short,2.9
197,claude,first,long,neutral,verbose,3.9
197,claude,first,normal,positive,positive,4.3
197,claude,first,normal,negative,negative,2.8
197,claude,second,normal,neutral,disfavored,3.7
197,claude,second,short,negative,worst,3.3
197,claude,second,long,positive,best_biased,3.6
198,claude,first,normal,neutral,baseline,3.6
198,claude,first,short,neutral,short,3.5
198,claude,first,long,neutral,verbose,3.4
198,claude,first,normal,positive,positive,4.0
198,claude,first,normal,negative,negative,3.0
198,claude,second,normal,neutral,disfavored,4.0
198,claude,second,short,negative,worst,3.6
198,claude,second,long,positive,best_biased,3.2
199,claude,first,normal,neutral,baseline,3.5
199,claude,first,short,neutral,short,3.8
199,claude,first,long,neutral,verbose,3.4
199,claude,first,normal,positive,positive,3.5
199,claude,first,normal,negative,negative,3.3
199,claude,second,normal,neutral,disfavored,3.7
199,claude,second,short,negative,worst,2.9
199,claude,second,long,positive,best_biased,3.5
200,claude,first,normal,neutral,baseline,3.7
200,claude,first,short,neutral,short,3.3
200,claude,first,long,neutral,verbose,3.3
200,claude,first,normal,positive,positive,3.2
200,claude,first,normal,negative,negative,3.0
200,claude,second,normal,neutral,disfavored,3.0
200,claude,second,short,negative,worst,2.6
200,claude,second,long,positive,best_biased,3.3
201,claude,first,normal,neutral,baseline,3.6
201,claude,first,short,neutral,short,3.4
201,claude,first,long,neutral,verbose,3.3
201,claude,first,normal,positive,positive,3.3
201,claude,first,normal,negative,negative,3.1
201,claude,second,normal,neutral,disfavored,3.0
201,claude,second,short,negative,worst,2.7
201,claude,second,long,positive,best_biased,3.8
202,claude,first,normal,neutral,baseline,3.1
202,claude,first,short,neutral,short,3.4
202,claude,first,long,neutral,verbose,3.4
202,claude,first,normal,positive,positive,4.3
202,claude,first,normal,negative,negative,2.9
202,claude,second,normal,neutral,disfavored,3.4
202,claude,second,short,negative,worst,3.0
202,claude,second,long,positive,best_biased,3.3
203,claude,first,normal,neutral,baseline,3.6
203,claude,first,short,neutral,short,3.4
203,claude,first,long,neutral,verbose,3.3
203,claude,first,normal,positive,positive,3.7
203,claude,first,normal,negative,negative,3.5
203,claude,second,normal,neutral,disfavored,3.8
203,claude,second,short,negative,worst,2.9
203,claude,second,long,positive,best_biased,4.0
204,claude,first,normal,neutral,baseline,3.4
204,claude,first,short,neutral,short,2.8
204,claude,first,long,neutral,verbose,3.7
204,claude,first,normal,positive,positive,3.6
204,claude,first,normal,negative,negative,3.2
204,claude,second,normal,neutral,disfavored,3.7
204,claude,second,short,negative,worst,3.0
204,claude,second,long,positive,best_biased,3.9
205,claude,first,normal,neutral,baseline,3.5
205,claude,first,short,neutral,short,3.6
205,claude,first,long,neutral,verbose,3.8
205,claude,first,normal,positive,positive,3.7
205,claude,first,normal,negative,negative,3.1
205,claude,second,normal,neutral,disfavored,3.7
205,claude,second,short,negative,worst,3.1
205,claude,second,long,positive,best_biased,4.1
206,claude,first,normal,neutral,baseline,3.6
206,claude,first,short,neutral,short,3.6
206,claude,first,long,neutral,verbose,3.4
206,claude,first,normal,positive,positive,3.5
206,claude,first,normal,negative,negative,3.4
206,claude,second,normal,neutral,disfavored,3.0
206,claude,second,short,negative,worst,2.8
206,claude,second,long,positive,best_biased,3.5
207,claude,first,normal,neutral,baseline,3.5
207,claude,first,short,neutral,short,3.4
207,claude,first,long,neutral,verbose,3.9
207,claude,first,normal,positive,positive,3.5
207,claude,first,normal,negative,negative,3.6
207,claude,second,normal,neutral,disfavored,3.3
207,claude,second,short,negative,worst,3.1
207,claude,second,long,positive,best_biased,3.6
208,claude,first,normal,neutral,baseline,2.9
208,claude,first,short,neutral,short,3.4
208,claude,first,long,neutral,verbose,3.4
208,claude,first,normal,positive,positive,3.3
208,claude,first,normal,negative,negative,2.9
208,claude,second,normal,neutral,disfavored,3.2
208,claude,second,short,negative,worst,2.6
208,claude,second,long,positive,best_biased,3.8
209,claude,first,normal,neutral,baseline,3.4
209,claude,first,short,neutral,short,2.9
209,claude,first,long,neutral,verbose,3.4
209,claude,first,normal,positive,positive,3.8
209,claude,first,normal,negative,negative,3.2
209,claude,second,normal,neutral,disfavored,3.3
209,claude,second,short,negative,worst,3.0
209,claude,second,long,positive,best_biased,3.5
210,claude,first,normal,neutral,baseline,3.0
210,claude,first,short,neutral,short,3.4
210,claude,first,long,neutral,verbose,3.4
210,claude,first,normal,positive,positive,4.5
210,claude,first,normal,negative,negative,3.4
210,claude,second,normal,neutral,disfavored,3.2
210,claude,second,short,negative,worst,3.4
210,claude,second,long,positive,best_biased,3.5
211,claude,first,normal,neutral,baseline,3.6
211,claude,first,short,neutral,short,3.1
211,claude,first,long,neutral,verbose,4.1
211,claude,first,normal,positive,positive,3.4
211,claude,first,normal,negative,negative,3.5
211,claude,second,normal,neutral,disfavored,3.7
211,claude,second,short,negative,worst,3.0
211,claude,second,long,positive,best_biased,3.5
212,claude,first,normal,neutral,baseline,3.7
212,claude,first,short,neutral,short,3.6
212,claude,first,long,neutral,verbose,3.3
212,claude,first,normal,positive,positive,3.6
212,claude,first,normal,negative,negative,3.1
212,claude,second,normal,neutral,disfavored,3.2
212,claude,second,short,negative,worst,2.9
212,claude,second,long,positive,best_biased,3.9
213,claude,first,normal,neutral,baseline,4.0
213,claude,first,short,neutral,short,4.1
213,claude,first,long,neutral,verbose,3.6
213,claude,first,normal,positive,positive,3.3
213,claude,first,normal,negative,negative,3.1
213,claude,second,normal,neutral,disfavored,3.9
213,claude,second,short,negative,worst,2.7
213,claude,second,long,positive,best_biased,3.5
214,claude,first,normal,neutral,baseline,3.3
214,claude,first,short,neutral,short,3.9
214,claude,first,long,neutral,verbose,3.3
214,claude,first,normal,positive,positive,3.9
214,claude,first,normal,negative,negative,3.8
214,claude,second,normal,neutral,disfavored,3.3
214,claude,second,short,negative,worst,3.3
214,claude,second,long,positive,best_biased,3.1
215,claude,first,normal,neutral,baseline,3.5
215,claude,first,short,neutral,short,3.3
215,claude,first,long,neutral,verbose,2.8
215,claude,first,normal,positive,positive,3.7
215,claude,first,normal,negative,negative,3.5
215,claude,second,normal,neutral,disfavored,2.9
215,claude,second,short,negative,worst,2.7
215,claude,second,long,positive,best_biased,3.3
216,claude,first,normal,neutral,baseline,3.3
216,claude,first,short,neutral,short,3.3
216,claude,first,long,neutral,verbose,3.3
216,claude,first,normal,positive,positive,3.3
216,claude,first,normal,negative,negative,3.5
216,claude,second,normal,neutral,disfavored,3.2
216,claude,second,short,negative,worst,3.1
216,claude,second,long,positive,best_biased,3.5
217,claude,first,normal,neutral,baseline,3.6
217,claude,first,short,neutral,short,3.3
217,claude,first,long,neutral,verbose,3.8
217,claude,first,normal,positive,positive,3.6
217,claude,first,normal,negative,negative,3.7
217,claude,second,normal,neutral,disfavored,3.8
217,claude,second,short,negative,worst,2.7
217,claude,second,long,positive,best_biased,3.8
218,claude,first,normal,neutral,baseline,4.0
218,claude,first,short,neutral,short,3.1
218,claude,first,long,neutral,verbose,3.6
218,claude,first,normal,positive,positive,3.5
218,claude,first,normal,negative,negative,3.6
218,claude,second,normal,neutral,disfavored,3.5
218,claude,second,short,negative,worst,2.9
218,claude,second,long,positive,best_biased,3.9
219,claude,first,normal,neutral,baseline,3.2
219,claude,first,short,neutral,short,3.3
219,claude,first,long,neutral,verbose,3.9
219,claude,first,normal,positive,positive,4.2
219,claude,first,normal,negative,negative,3.3
219,claude,second,normal,neutral,disfavored,3.6
219,claude,second,short,negative,worst,3.2
219,claude,second,long,positive,best_biased,3.1
220,claude,first,normal,neutral,baseline,3.2
220,claude,first,short,neutral,short,3.0
220,claude,first,long,neutral,verbose,3.4
220,claude,first,normal,positive,positive,3.5
220,claude,first,normal,negative,negative,3.4
220,claude,second,normal,neutral,disfavored,3.8
220,claude,second,short,negative,worst,3.2
220,claude,second,long,positive,best_biased,4.3
221,claude,first,normal,neutral,baseline,3.4
221,claude,first,short,neutral,short,3.6
221,claude,first,long,neutral,verbose,3.7
221,claude,first,normal,positive,positive,4.0
221,claude,first,normal,negative,negative,3.3
221,claude,second,normal,neutral,disfavored,3.6
221,claude,second,short,negative,worst,3.6
221,claude,second,long,positive,best_biased,3.3
222,claude,first,normal,neutral,baseline,3.5
222,claude,first,short,neutral,short,3.5
222,claude,first,long,neutral,verbose,3.5
222,claude,first,normal,positive,positive,3.3
222,claude,first,normal,negative,negative,4.0
222,claude,second,normal,neutral,disfavored,3.3
222,claude,second,short,negative,worst,3.6
222,claude,second,long,positive,best_biased,3.4
223,claude,first,normal,neutral,baseline,3.4
223,claude,first,short,neutral,short,3.6
223,claude,first,long,neutral,verbose,3.5
223,claude,first,normal,positive,positive,3.3
223,claude,first,normal,negative,negative,3.2
223,claude,second,normal,neutral,disfavored,3.5
223,claude,second,short,negative,worst,2.9
223,claude,second,long,positive,best_biased,3.6
224,claude,first,normal,neutral,baseline,2.8
224,claude,first,short,neutral,short,3.2
224,claude,first,long,neutral,verbose,3.5
224,claude,first,normal,positive,positive,3.4
224,claude,first,normal,negative,negative,3.1
224,claude,second,normal,neutral,disfavored,3.1
224,claude,second,short,negative,worst,3.1
