judge,item_id,condition,position,length,sentiment,score,repeat_num,raw_score,item_quality
claude,235,short_response,first,short,neutral,4,1,3.5932,0.0951
claude,235,short_response,first,short,neutral,4,2,3.5064,0.0951
claude,235,verbose_response,first,long,neutral,4,0,3.5154,0.0951
claude,235,verbose_response,first,long,neutral,4,1,3.768,0.0951
claude,235,verbose_response,first,long,neutral,4,2,3.2932,0.0951
claude,235,positive_tone,first,normal,positive,4,0,3.503,0.0951
claude,235,positive_tone,first,normal,positive,4,1,3.8723,0.0951
claude,235,positive_tone,first,normal,positive,4,2,3.8134,0.0951
claude,235,negative_tone,first,normal,negative,4,0,3.6352,0.0951
claude,235,negative_tone,first,normal,negative,4,1,3.8361,0.0951
claude,235,negative_tone,first,normal,negative,4,2,3.7514,0.0951
claude,235,disfavored_pos,second,normal,neutral,4,0,3.7226,0.0951
claude,235,disfavored_pos,second,normal,neutral,4,1,3.4874,0.0951
claude,235,disfavored_pos,second,normal,neutral,4,2,3.6443,0.0951
claude,235,worst_case,second,short,negative,4,0,4.1028,0.0951
claude,235,worst_case,second,short,negative,4,1,3.7042,0.0951
claude,235,worst_case,second,short,negative,4,2,3.5972,0.0951
claude,235,best_case_biased,second,long,positive,4,0,3.5585,0.0951
claude,235,best_case_biased,second,long,positive,4,1,3.3464,0.0951
claude,235,best_case_biased,second,long,positive,4,2,3.8832,0.0951
claude,236,baseline,first,normal,neutral,3,0,3.2232,-0.3038
claude,236,baseline,first,normal,neutral,3,1,3.1553,-0.3038
claude,236,baseline,first,normal,neutral,3,2,3.0709,-0.3038
claude,236,short_response,first,short,neutral,4,0,3.3573,-0.3038
claude,236,short_response,first,short,neutral,4,1,3.3193,-0.3038
claude,236,short_response,first,short,neutral,3,2,3.0942,-0.3038
claude,236,verbose_response,first,long,neutral,3,0,3.2113,-0.3038
claude,236,verbose_response,first,long,neutral,3,1,2.8673,-0.3038
claude,236,verbose_response,first,long,neutral,3,2,3.1467,-0.3038
claude,236,positive_tone,first,normal,positive,4,0,3.3209,-0.3038
claude,236,positive_tone,first,normal,positive,4,1,3.5279,-0.3038
claude,236,positive_tone,first,normal,positive,3,2,3.119,-0.3038
claude,236,negative_tone,first,normal,negative,3,0,3.0853,-0.3038
claude,236,negative_tone,first,normal,negative,3,1,3.1485,-0.3038
claude,236,negative_tone,first,normal,negative,3,2,3.0757,-0.3038
claude,236,disfavored_pos,second,normal,neutral,4,0,3.2968,-0.3038
claude,236,disfavored_pos,second,normal,neutral,4,1,3.3318,-0.3038
claude,236,disfavored_pos,second,normal,neutral,3,2,3.1291,-0.3038
claude,236,worst_case,second,short,negative,4,0,3.4269,-0.3038
claude,236,worst_case,second,short,negative,3,1,3.2149,-0.3038
claude,236,worst_case,second,short,negative,3,2,3.1702,-0.3038
claude,236,best_case_biased,second,long,positive,3,0,2.9538,-0.3038
claude,236,best_case_biased,second,long,positive,3,1,2.9582,-0.3038
claude,236,best_case_biased,second,long,positive,2,2,2.7169,-0.3038
claude,237,baseline,first,normal,neutral,4,0,3.5676,0.028
claude,237,baseline,first,normal,neutral,4,1,3.5219,0.028
claude,237,baseline,first,normal,neutral,4,2,3.6398,0.028
claude,237,short_response,first,short,neutral,4,0,3.5234,0.028
claude,237,short_response,first,short,neutral,4,1,3.4811,0.028
claude,237,short_response,first,short,neutral,4,2,3.3642,0.028
claude,237,verbose_response,first,long,neutral,4,0,3.4599,0.028
claude,237,verbose_response,first,long,neutral,4,1,3.5698,0.028
claude,237,verbose_response,first,long,neutral,4,2,3.2593,0.028
claude,237,positive_tone,first,normal,positive,4,0,3.5924,0.028
claude,237,positive_tone,first,normal,positive,4,1,3.6164,0.028
claude,237,positive_tone,first,normal,positive,4,2,3.4595,0.028
claude,237,negative_tone,first,normal,negative,4,0,3.531,0.028
claude,237,negative_tone,first,normal,negative,4,1,3.666,0.028
claude,237,negative_tone,first,normal,negative,4,2,3.441,0.028
claude,237,disfavored_pos,second,normal,neutral,4,0,3.4657,0.028
claude,237,disfavored_pos,second,normal,neutral,4,1,3.2602,0.028
claude,237,disfavored_pos,second,normal,neutral,4,2,3.5833,0.028
claude,237,worst_case,second,short,negative,4,0,3.9763,0.028
claude,237,worst_case,second,short,negative,4,1,3.3526,0.028
claude,237,worst_case,second,short,negative,4,2,3.6246,0.028
claude,237,best_case_biased,second,long,positive,3,0,3.2088,0.028
claude,237,best_case_biased,second,long,positive,4,1,3.5535,0.028
claude,237,best_case_biased,second,long,positive,3,2,3.1037,0.028
claude,238,baseline,first,normal,neutral,4,0,3.4728,-0.0993
claude,238,baseline,first,normal,neutral,4,1,3.2698,-0.0993
claude,238,baseline,first,normal,neutral,4,2,3.3697,-0.0993
claude,238,short_response,first,short,neutral,3,0,3.2106,-0.0993
claude,238,short_response,first,short,neutral,4,1,3.5164,-0.0993
claude,238,short_response,first,short,neutral,3,2,3.2426,-0.0993
claude,238,verbose_response,first,long,neutral,4,0,3.4118,-0.0993
claude,238,verbose_response,first,long,neutral,4,1,3.264,-0.0993
claude,238,verbose_response,first,long,neutral,4,2,3.3018,-0.0993
claude,238,positive_tone,first,normal,positive,4,0,3.4751,-0.0993
claude,238,positive_tone,first,normal,positive,4,1,3.325,-0.0993
claude,238,positive_tone,first,normal,positive,4,2,3.4854,-0.0993
claude,238,negative_tone,first,normal,negative,4,0,3.7532,-0.0993
claude,238,negative_tone,first,normal,negative,4,1,3.3723,-0.0993
claude,238,negative_tone,first,normal,negative,4,2,3.6941,-0.0993
claude,238,disfavored_pos,second,normal,neutral,4,0,3.5279,-0.0993
claude,238,disfavored_pos,second,normal,neutral,3,1,3.1461,-0.0993
claude,238,disfavored_pos,second,normal,neutral,3,2,3.0406,-0.0993
claude,238,worst_case,second,short,negative,4,0,3.4521,-0.0993
claude,238,worst_case,second,short,negative,4,1,3.2865,-0.0993
claude,238,worst_case,second,short,negative,4,2,3.7576,-0.0993
claude,238,best_case_biased,second,long,positive,3,0,3.23,-0.0993
claude,238,best_case_biased,second,long,positive,3,1,3.0668,-0.0993
claude,238,best_case_biased,second,long,positive,3,2,2.9995,-0.0993
claude,239,baseline,first,normal,neutral,4,0,3.7914,0.1279
claude,239,baseline,first,normal,neutral,4,1,3.5422,0.1279
claude,239,baseline,first,normal,neutral,4,2,3.6344,0.1279
claude,239,short_response,first,short,neutral,4,0,3.7656,0.1279
claude,239,short_response,first,short,neutral,4,1,3.528,0.1279
claude,239,short_response,first,short,neutral,4,2,3.6003,0.1279
claude,239,verbose_response,first,long,neutral,4,0,3.5451,0.1279
claude,239,verbose_response,first,long,neutral,4,1,3.6606,0.1279
claude,239,verbose_response,first,long,neutral,4,2,3.6453,0.1279
claude,239,positive_tone,first,normal,positive,4,0,3.6415,0.1279
claude,239,positive_tone,first,normal,positive,4,1,3.6884,0.1279
claude,239,positive_tone,first,normal,positive,4,2,3.6165,0.1279
claude,239,negative_tone,first,normal,negative,4,0,3.4841,0.1279
claude,239,negative_tone,first,normal,negative,4,1,3.7704,0.1279
claude,239,negative_tone,first,normal,negative,4,2,4.0401,0.1279
claude,239,disfavored_pos,second,normal,neutral,4,0,3.3621,0.1279
claude,239,disfavored_pos,second,normal,neutral,4,1,3.3803,0.1279
claude,239,disfavored_pos,second,normal,neutral,4,2,3.3642,0.1279
claude,239,worst_case,second,short,negative,4,0,3.7617,0.1279
claude,239,worst_case,second,short,negative,4,1,3.7078,0.1279
claude,239,worst_case,second,short,negative,4,2,3.5895,0.1279
claude,239,best_case_biased,second,long,positive,4,0,3.2714,0.1279
claude,239,best_case_biased,second,long,positive,4,1,3.4684,0.1279
claude,239,best_case_biased,second,long,positive,3,2,3.1453,0.1279
claude,240,baseline,first,normal,neutral,4,0,3.4026,-0.1189
claude,240,baseline,first,normal,neutral,4,1,3.5119,-0.1189
claude,240,baseline,first,normal,neutral,3,2,3.1934,-0.1189
claude,240,short_response,first,short,neutral,3,0,3.1083,-0.1189
claude,240,short_response,first,short,neutral,4,1,3.6217,-0.1189
claude,240,short_response,first,short,neutral,4,2,3.2602,-0.1189
claude,240,verbose_response,first,long,neutral,4,0,3.4886,-0.1189
claude,240,verbose_response,first,long,neutral,4,1,3.2757,-0.1189
claude,240,verbose_response,first,long,neutral,4,2,3.2744,-0.1189
claude,240,positive_tone,first,normal,positive,4,0,3.5035,-0.1189
claude,240,positive_tone,first,normal,positive,4,1,3.2853,-0.1189
claude,240,positive_tone,first,normal,positive,4,2,3.453,-0.1189
claude,240,negative_tone,first,normal,negative,4,0,3.4182,-0.1189
claude,240,negative_tone,first,normal,negative,4,1,3.2632,-0.1189
claude,240,negative_tone,first,normal,negative,4,2,3.5368,-0.1189
claude,240,disfavored_pos,second,normal,neutral,3,0,3.2177,-0.1189
claude,240,disfavored_pos,second,normal,neutral,3,1,3.2352,-0.1189
claude,240,disfavored_pos,second,normal,neutral,3,2,3.0614,-0.1189
claude,240,worst_case,second,short,negative,4,0,3.6839,-0.1189
claude,240,worst_case,second,short,negative,4,1,3.5446,-0.1189
claude,240,worst_case,second,short,negative,4,2,3.5616,-0.1189
claude,240,best_case_biased,second,long,positive,3,0,3.1441,-0.1189
claude,240,best_case_biased,second,long,positive,3,1,2.8664,-0.1189
claude,240,best_case_biased,second,long,positive,4,2,3.5844,-0.1189
claude,241,baseline,first,normal,neutral,4,0,3.4736,-0.0172
claude,241,baseline,first,normal,neutral,4,1,3.3705,-0.0172
claude,241,baseline,first,normal,neutral,4,2,3.5453,-0.0172
claude,241,short_response,first,short,neutral,4,0,3.6554,-0.0172
claude,241,short_response,first,short,neutral,4,1,3.459,-0.0172
claude,241,short_response,first,short,neutral,4,2,3.6738,-0.0172
claude,241,verbose_response,first,long,neutral,4,0,3.5815,-0.0172
claude,241,verbose_response,first,long,neutral,3,1,3.2252,-0.0172
claude,241,verbose_response,first,long,neutral,4,2,3.2916,-0.0172
claude,241,positive_tone,first,normal,positive,4,0,3.6908,-0.0172
claude,241,positive_tone,first,normal,positive,3,1,3.0852,-0.0172
claude,241,positive_tone,first,normal,positive,4,2,3.5081,-0.0172
claude,241,negative_tone,first,normal,negative,4,0,3.3467,-0.0172
claude,241,negative_tone,first,normal,negative,4,1,3.5042,-0.0172
claude,241,negative_tone,first,normal,negative,4,2,3.5335,-0.0172
claude,241,disfavored_pos,second,normal,neutral,4,0,3.3037,-0.0172
claude,241,disfavored_pos,second,normal,neutral,4,1,3.2717,-0.0172
claude,241,disfavored_pos,second,normal,neutral,3,2,3.1818,-0.0172
claude,241,worst_case,second,short,negative,4,0,3.9222,-0.0172
claude,241,worst_case,second,short,negative,4,1,3.8394,-0.0172
claude,241,worst_case,second,short,negative,3,2,3.2487,-0.0172
claude,241,best_case_biased,second,long,positive,4,0,3.6138,-0.0172
claude,241,best_case_biased,second,long,positive,3,1,3.2274,-0.0172
claude,241,best_case_biased,second,long,positive,4,2,3.3305,-0.0172
claude,242,baseline,first,normal,neutral,4,0,3.5663,0.0757
claude,242,baseline,first,normal,neutral,4,1,3.4768,0.0757
claude,242,baseline,first,normal,neutral,4,2,3.7233,0.0757
claude,242,short_response,first,short,neutral,4,0,3.5765,0.0757
claude,242,short_response,first,short,neutral,4,1,3.4771,0.0757
claude,242,short_response,first,short,neutral,4,2,3.3405,0.0757
claude,242,verbose_response,first,long,neutral,4,0,3.3483,0.0757
claude,242,verbose_response,first,long,neutral,3,1,3.2249,0.0757
claude,242,verbose_response,first,long,neutral,4,2,3.4978,0.0757
claude,242,positive_tone,first,normal,positive,4,0,3.4283,0.0757
claude,242,positive_tone,first,normal,positive,4,1,3.5819,0.0757
claude,242,positive_tone,first,normal,positive,4,2,3.8518,0.0757
claude,242,negative_tone,first,normal,negative,4,0,3.8736,0.0757
claude,242,negative_tone,first,normal,negative,4,1,3.6704,0.0757
claude,242,negative_tone,first,normal,negative,4,2,3.6614,0.0757
claude,242,disfavored_pos,second,normal,neutral,4,0,3.7659,0.0757
claude,242,disfavored_pos,second,normal,neutral,4,1,3.5417,0.0757
claude,242,disfavored_pos,second,normal,neutral,4,2,3.4017,0.0757
claude,242,worst_case,second,short,negative,4,0,3.2902,0.0757
claude,242,worst_case,second,short,negative,4,1,3.6451,0.0757
claude,242,worst_case,second,short,negative,4,2,3.73,0.0757
claude,242,best_case_biased,second,long,positive,4,0,3.2751,0.0757
claude,242,best_case_biased,second,long,positive,4,1,3.455,0.0757
claude,242,best_case_biased,second,long,positive,4,2,3.3274,0.0757
claude,243,baseline,first,normal,neutral,4,0,3.6023,0.1299
claude,243,baseline,first,normal,neutral,4,1,3.2567,0.1299
claude,243,baseline,first,normal,neutral,4,2,3.5966,0.1299
claude,243,short_response,first,short,neutral,4,0,3.7698,0.1299
claude,243,short_response,first,short,neutral,4,1,3.5057,0.1299
claude,243,short_response,first,short,neutral,4,2,3.6185,0.1299
claude,243,verbose_response,first,long,neutral,4,0,3.4251,0.1299
claude,243,verbose_response,first,long,neutral,4,1,3.6093,0.1299
claude,243,verbose_response,first,long,neutral,4,2,3.5141,0.1299
claude,243,positive_tone,first,normal,positive,4,0,3.5249,0.1299
claude,243,positive_tone,first,normal,positive,4,1,3.8997,0.1299
claude,243,positive_tone,first,normal,positive,4,2,3.8331,0.1299
claude,243,negative_tone,first,normal,negative,4,0,3.6301,0.1299
claude,243,negative_tone,first,normal,negative,4,1,3.812,0.1299
claude,243,negative_tone,first,normal,negative,4,2,3.8185,0.1299
claude,243,disfavored_pos,second,normal,neutral,4,0,3.6158,0.1299
claude,243,disfavored_pos,second,normal,neutral,3,1,3.2303,0.1299
claude,243,disfavored_pos,second,normal,neutral,4,2,3.676,0.1299
claude,243,worst_case,second,short,negative,4,0,3.5113,0.1299
claude,243,worst_case,second,short,negative,4,1,3.5526,0.1299
claude,243,worst_case,second,short,negative,4,2,4.1368,0.1299
claude,243,best_case_biased,second,long,positive,4,0,3.5112,0.1299
claude,243,best_case_biased,second,long,positive,4,1,3.377,0.1299
claude,243,best_case_biased,second,long,positive,3,2,3.0223,0.1299
claude,244,baseline,first,normal,neutral,4,0,3.5284,-0.18
claude,244,baseline,first,normal,neutral,3,1,3.1182,-0.18
claude,244,baseline,first,normal,neutral,3,2,3.1694,-0.18
claude,244,short_response,first,short,neutral,3,0,3.2453,-0.18
claude,244,short_response,first,short,neutral,4,1,3.5337,-0.18
claude,244,short_response,first,short,neutral,4,2,3.4275,-0.18
claude,244,verbose_response,first,long,neutral,3,0,3.2139,-0.18
claude,244,verbose_response,first,long,neutral,4,1,3.2908,-0.18
claude,244,verbose_response,first,long,neutral,3,2,3.1409,-0.18
claude,244,positive_tone,first,normal,positive,4,0,3.393,-0.18
claude,244,positive_tone,first,normal,positive,4,1,3.3821,-0.18
claude,244,positive_tone,first,normal,positive,4,2,3.5298,-0.18
claude,244,negative_tone,first,normal,negative,4,0,3.5795,-0.18
claude,244,negative_tone,first,normal,negative,4,1,3.5015,-0.18
claude,244,negative_tone,first,normal,negative,4,2,3.3602,-0.18
claude,244,disfavored_pos,second,normal,neutral,4,0,3.3224,-0.18
claude,244,disfavored_pos,second,normal,neutral,3,1,3.1848,-0.18
claude,244,disfavored_pos,second,normal,neutral,3,2,3.0214,-0.18
claude,244,worst_case,second,short,negative,3,0,3.2338,-0.18
claude,244,worst_case,second,short,negative,4,1,3.3289,-0.18
claude,244,worst_case,second,short,negative,4,2,3.4899,-0.18
claude,244,best_case_biased,second,long,positive,3,0,3.1067,-0.18
claude,244,best_case_biased,second,long,positive,3,1,2.9067,-0.18
claude,244,best_case_biased,second,long,positive,3,2,3.1535,-0.18
claude,245,baseline,first,normal,neutral,4,0,3.4668,-0.0502
claude,245,baseline,first,normal,neutral,4,1,3.4777,-0.0502
claude,245,baseline,first,normal,neutral,4,2,3.5878,-0.0502
claude,245,short_response,first,short,neutral,4,0,3.5979,-0.0502
claude,245,short_response,first,short,neutral,4,1,3.3318,-0.0502
claude,245,short_response,first,short,neutral,4,2,3.3282,-0.0502
claude,245,verbose_response,first,long,neutral,3,0,3.1982,-0.0502
claude,245,verbose_response,first,long,neutral,4,1,3.4851,-0.0502
claude,245,verbose_response,first,long,neutral,4,2,3.6089,-0.0502
claude,245,positive_tone,first,normal,positive,4,0,3.4478,-0.0502
claude,245,positive_tone,first,normal,positive,4,1,3.46,-0.0502
claude,245,positive_tone,first,normal,positive,4,2,3.7418,-0.0502
claude,245,negative_tone,first,normal,negative,4,0,3.6332,-0.0502
claude,245,negative_tone,first,normal,negative,4,1,3.6218,-0.0502
claude,245,negative_tone,first,normal,negative,4,2,3.3533,-0.0502
claude,245,disfavored_pos,second,normal,neutral,4,0,3.4418,-0.0502
claude,245,disfavored_pos,second,normal,neutral,3,1,3.1765,-0.0502
claude,245,disfavored_pos,second,normal,neutral,3,2,3.1427,-0.0502
claude,245,worst_case,second,short,negative,4,0,3.3747,-0.0502
claude,245,worst_case,second,short,negative,4,1,3.3281,-0.0502
claude,245,worst_case,second,short,negative,4,2,3.3991,-0.0502
claude,245,best_case_biased,second,long,positive,3,0,2.9913,-0.0502
claude,245,best_case_biased,second,long,positive,4,1,3.4593,-0.0502
claude,245,best_case_biased,second,long,positive,4,2,3.4922,-0.0502
claude,246,baseline,first,normal,neutral,3,0,3.1367,-0.0712
claude,246,baseline,first,normal,neutral,4,1,3.5755,-0.0712
claude,246,baseline,first,normal,neutral,4,2,3.3072,-0.0712
claude,246,short_response,first,short,neutral,4,0,3.5502,-0.0712
claude,246,short_response,first,short,neutral,4,1,3.3975,-0.0712
claude,246,short_response,first,short,neutral,4,2,3.4135,-0.0712
claude,246,verbose_response,first,long,neutral,4,0,3.3182,-0.0712
claude,246,verbose_response,first,long,neutral,4,1,3.5488,-0.0712
claude,246,verbose_response,first,long,neutral,3,2,3.1442,-0.0712
claude,246,positive_tone,first,normal,positive,4,0,3.5791,-0.0712
claude,246,positive_tone,first,normal,positive,4,1,3.6605,-0.0712
claude,246,positive_tone,first,normal,positive,4,2,3.597,-0.0712
claude,246,negative_tone,first,normal,negative,4,0,3.9123,-0.0712
claude,246,negative_tone,first,normal,negative,4,1,3.4415,-0.0712
claude,246,negative_tone,first,normal,negative,4,2,3.6867,-0.0712
claude,246,disfavored_pos,second,normal,neutral,4,0,3.2913,-0.0712
claude,246,disfavored_pos,second,normal,neutral,4,1,3.5123,-0.0712
claude,246,disfavored_pos,second,normal,neutral,4,2,3.3075,-0.0712
claude,246,worst_case,second,short,negative,4,0,3.3456,-0.0712
claude,246,worst_case,second,short,negative,4,1,3.6759,-0.0712
claude,246,worst_case,second,short,negative,4,2,3.3254,-0.0712
claude,246,best_case_biased,second,long,positive,3,0,2.9758,-0.0712
claude,246,best_case_biased,second,long,positive,3,1,3.1505,-0.0712
claude,246,best_case_biased,second,long,positive,4,2,3.372,-0.0712
claude,247,baseline,first,normal,neutral,4,0,3.6108,-0.098
claude,247,baseline,first,normal,neutral,4,1,3.4187,-0.098
claude,247,baseline,first,normal,neutral,4,2,3.5997,-0.098
claude,247,short_response,first,short,neutral,3,0,3.1579,-0.098
claude,247,short_response,first,short,neutral,4,1,3.3089,-0.098
claude,247,short_response,first,short,neutral,4,2,3.3344,-0.098
claude,247,verbose_response,first,long,neutral,4,0,3.3031,-0.098
claude,247,verbose_response,first,long,neutral,4,1,3.3359,-0.098
claude,247,verbose_response,first,long,neutral,4,2,3.436,-0.098
claude,247,positive_tone,first,normal,positive,4,0,3.3786,-0.098
claude,247,positive_tone,first,normal,positive,4,1,3.4749,-0.098
claude,247,positive_tone,first,normal,positive,4,2,3.4446,-0.098
claude,247,negative_tone,first,normal,negative,4,0,3.3492,-0.098
claude,247,negative_tone,first,normal,negative,4,1,3.4832,-0.098
claude,247,negative_tone,first,normal,negative,4,2,3.4783,-0.098
claude,247,disfavored_pos,second,normal,neutral,4,0,3.2548,-0.098
claude,247,disfavored_pos,second,normal,neutral,4,1,3.2872,-0.098
claude,247,disfavored_pos,second,normal,neutral,4,2,3.2945,-0.098
claude,247,worst_case,second,short,negative,4,0,3.3102,-0.098
claude,247,worst_case,second,short,negative,4,1,3.6427,-0.098
claude,247,worst_case,second,short,negative,3,2,3.1665,-0.098
claude,247,best_case_biased,second,long,positive,3,0,3.0839,-0.098
claude,247,best_case_biased,second,long,positive,4,1,3.7666,-0.098
claude,247,best_case_biased,second,long,positive,3,2,3.0221,-0.098
claude,248,baseline,first,normal,neutral,4,0,3.5618,0.2648
claude,248,baseline,first,normal,neutral,4,1,3.875,0.2648
claude,248,baseline,first,normal,neutral,4,2,3.4533,0.2648
claude,248,short_response,first,short,neutral,4,0,3.706,0.2648
claude,248,short_response,first,short,neutral,4,1,4.0989,0.2648
claude,248,short_response,first,short,neutral,4,2,3.4899,0.2648
claude,248,verbose_response,first,long,neutral,4,0,3.3578,0.2648
claude,248,verbose_response,first,long,neutral,4,1,3.4375,0.2648
claude,248,verbose_response,first,long,neutral,4,2,3.833,0.2648
claude,248,positive_tone,first,normal,positive,4,0,4.0004,0.2648
claude,248,positive_tone,first,normal,positive,4,1,3.7302,0.2648
claude,248,positive_tone,first,normal,positive,4,2,3.9275,0.2648
claude,248,negative_tone,first,normal,negative,4,0,4.0942,0.2648
claude,248,negative_tone,first,normal,negative,4,1,4.1597,0.2648
claude,248,negative_tone,first,normal,negative,4,2,3.8242,0.2648
claude,248,disfavored_pos,second,normal,neutral,4,0,3.2651,0.2648
claude,248,disfavored_pos,second,normal,neutral,4,1,3.5094,0.2648
claude,248,disfavored_pos,second,normal,neutral,4,2,3.5744,0.2648
claude,248,worst_case,second,short,negative,4,0,3.7068,0.2648
claude,248,worst_case,second,short,negative,4,1,3.7207,0.2648
claude,248,worst_case,second,short,negative,4,2,3.9755,0.2648
claude,248,best_case_biased,second,long,positive,4,0,3.8358,0.2648
claude,248,best_case_biased,second,long,positive,4,1,3.5538,0.2648
claude,248,best_case_biased,second,long,positive,4,2,3.8015,0.2648
claude,249,baseline,first,normal,neutral,4,0,3.6144,0.0607
claude,249,baseline,first,normal,neutral,4,1,3.5704,0.0607
claude,249,baseline,first,normal,neutral,4,2,3.6967,0.0607
claude,249,short_response,first,short,neutral,4,0,3.5527,0.0607
claude,249,short_response,first,short,neutral,4,1,3.8803,0.0607
claude,249,short_response,first,short,neutral,4,2,3.3034,0.0607
claude,249,verbose_response,first,long,neutral,4,0,3.3957,0.0607
claude,249,verbose_response,first,long,neutral,4,1,3.4599,0.0607
claude,249,verbose_response,first,long,neutral,4,2,3.5533,0.0607
claude,249,positive_tone,first,normal,positive,4,0,3.82,0.0607
claude,249,positive_tone,first,normal,positive,4,1,3.6067,0.0607
claude,249,positive_tone,first,normal,positive,4,2,3.3761,0.0607
claude,249,negative_tone,first,normal,negative,4,0,3.7998,0.0607
claude,249,negative_tone,first,normal,negative,4,1,3.7853,0.0607
claude,249,negative_tone,first,normal,negative,4,2,3.3403,0.0607
claude,249,disfavored_pos,second,normal,neutral,4,0,3.4401,0.0607
claude,249,disfavored_pos,second,normal,neutral,3,1,3.1784,0.0607
claude,249,disfavored_pos,second,normal,neutral,4,2,3.3311,0.0607
claude,249,worst_case,second,short,negative,4,0,3.3772,0.0607
claude,249,worst_case,second,short,negative,4,1,3.7111,0.0607
claude,249,worst_case,second,short,negative,4,2,3.576,0.0607
claude,249,best_case_biased,second,long,positive,3,0,3.1326,0.0607
claude,249,best_case_biased,second,long,positive,4,1,3.5549,0.0607
claude,249,best_case_biased,second,long,positive,3,2,3.1037,0.0607
claude,250,baseline,first,normal,neutral,4,0,3.3604,-0.1891
claude,250,baseline,first,normal,neutral,3,1,3.1888,-0.1891
claude,250,baseline,first,normal,neutral,4,2,3.256,-0.1891
claude,250,short_response,first,short,neutral,4,0,3.3741,-0.1891
claude,250,short_response,first,short,neutral,4,1,3.3769,-0.1891
claude,250,short_response,first,short,neutral,4,2,3.5115,-0.1891
claude,250,verbose_response,first,long,neutral,3,0,3.2173,-0.1891
claude,250,verbose_response,first,long,neutral,4,1,3.2814,-0.1891
claude,250,verbose_response,first,long,neutral,3,2,3.1586,-0.1891
claude,250,positive_tone,first,normal,positive,4,0,3.3909,-0.1891
claude,250,positive_tone,first,normal,positive,4,1,3.4334,-0.1891
claude,250,positive_tone,first,normal,positive,4,2,3.3446,-0.1891
claude,250,negative_tone,first,normal,negative,3,0,3.1132,-0.1891
claude,250,negative_tone,first,normal,negative,4,1,3.4656,-0.1891
claude,250,negative_tone,first,normal,negative,4,2,3.471,-0.1891
claude,250,disfavored_pos,second,normal,neutral,3,0,3.0786,-0.1891
claude,250,disfavored_pos,second,normal,neutral,3,1,2.9789,-0.1891
claude,250,disfavored_pos,second,normal,neutral,4,2,3.4344,-0.1891
claude,250,worst_case,second,short,negative,4,0,3.3992,-0.1891
claude,250,worst_case,second,short,negative,4,1,3.2587,-0.1891
claude,250,worst_case,second,short,negative,3,2,3.0816,-0.1891
claude,250,best_case_biased,second,long,positive,3,0,2.9731,-0.1891
claude,250,best_case_biased,second,long,positive,4,1,3.3874,-0.1891
claude,250,best_case_biased,second,long,positive,3,2,3.1602,-0.1891
claude,251,baseline,first,normal,neutral,4,0,3.5551,0.1377
claude,251,baseline,first,normal,neutral,4,1,3.7141,0.1377
claude,251,baseline,first,normal,neutral,4,2,3.5155,0.1377
claude,251,short_response,first,short,neutral,4,0,3.8653,0.1377
claude,251,short_response,first,short,neutral,4,1,3.8409,0.1377
claude,251,short_response,first,short,neutral,4,2,3.5407,0.1377
claude,251,verbose_response,first,long,neutral,4,0,3.4539,0.1377
claude,251,verbose_response,first,long,neutral,3,1,3.1257,0.1377
claude,251,verbose_response,first,long,neutral,4,2,3.3132,0.1377
claude,251,positive_tone,first,normal,positive,4,0,3.4667,0.1377
claude,251,positive_tone,first,normal,positive,4,1,3.71,0.1377
claude,251,positive_tone,first,normal,positive,4,2,3.6339,0.1377
claude,251,negative_tone,first,normal,negative,4,0,3.5157,0.1377
claude,251,negative_tone,first,normal,negative,4,1,3.6913,0.1377
claude,251,negative_tone,first,normal,negative,4,2,3.8211,0.1377
claude,251,disfavored_pos,second,normal,neutral,4,0,3.6048,0.1377
claude,251,disfavored_pos,second,normal,neutral,3,1,3.2042,0.1377
claude,251,disfavored_pos,second,normal,neutral,4,2,3.4965,0.1377
claude,251,worst_case,second,short,negative,4,0,3.3604,0.1377
claude,251,worst_case,second,short,negative,4,1,3.806,0.1377
claude,251,worst_case,second,short,negative,4,2,3.7831,0.1377
claude,251,best_case_biased,second,long,positive,4,0,3.2851,0.1377
claude,251,best_case_biased,second,long,positive,4,1,3.3108,0.1377
claude,251,best_case_biased,second,long,positive,4,2,3.3702,0.1377
claude,252,baseline,first,normal,neutral,4,0,3.4804,0.3183
claude,252,baseline,first,normal,neutral,4,1,3.8687,0.3183
claude,252,baseline,first,normal,neutral,4,2,3.7774,0.3183
claude,252,short_response,first,short,neutral,4,0,3.9584,0.3183
claude,252,short_response,first,short,neutral,4,1,3.6171,0.3183
claude,252,short_response,first,short,neutral,4,2,3.6962,0.3183
claude,252,verbose_response,first,long,neutral,4,0,3.4897,0.3183
claude,252,verbose_response,first,long,neutral,4,1,3.5726,0.3183
claude,252,verbose_response,first,long,neutral,4,2,3.5433,0.3183
claude,252,positive_tone,first,normal,positive,4,0,4.0327,0.3183
claude,252,positive_tone,first,normal,positive,4,1,3.7531,0.3183
claude,252,positive_tone,first,normal,positive,4,2,3.8888,0.3183
claude,252,negative_tone,first,normal,negative,4,0,3.8555,0.3183
claude,252,negative_tone,first,normal,negative,4,1,3.7089,0.3183
claude,252,negative_tone,first,normal,negative,4,2,3.8906,0.3183
claude,252,disfavored_pos,second,normal,neutral,4,0,3.7972,0.3183
claude,252,disfavored_pos,second,normal,neutral,4,1,3.499,0.3183
claude,252,disfavored_pos,second,normal,neutral,4,2,3.8318,0.3183
